Rep,Compound,Area,Background,Mass.Error.PPM,SN,SNFlag,ppmFlag,areaminFlag
210329_Smp_Aloha_A,C12-HSL,47331,0,-0.6,Inf,NA,NA,NA
210329_Smp_Aloha_B,C12-HSL,35367,0,-0.5,Inf,NA,NA,NA
210329_Smp_Aloha_C,C12-HSL,325548,0,-1.3,Inf,NA,NA,NA
210329_Smp_Mort_Test_A,C12-HSL,47990,0,-1.4,Inf,NA,NA,NA
210329_Smp_Mort_Test_B,C12-HSL,37745,0,-1.6,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_A,C12-HSL,38454,0,-0.5,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_B,C12-HSL,22610,0,-1,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_C,C12-HSL,30375,0,-1.2,Inf,NA,NA,NA
210329_Smp_PPL_PS_A,C12-HSL,27845,0,-0.1,Inf,NA,NA,NA
210329_Smp_PPL_PS_B,C12-HSL,31176,0,-0.4,Inf,NA,NA,NA
210329_Smp_PPL_PS_C,C12-HSL,38190,0,-0.2,Inf,NA,NA,NA
210329_Smp_PS_A,C12-HSL,3239,0,-0.1,Inf,NA,NA,areaminFlag
210329_Smp_PS_B,C12-HSL,34768,0,-0.9,Inf,NA,NA,NA
210329_Smp_PS_C,C12-HSL,38980,0,-0.7,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_1,C14-HSL,20807172,179822,-1.2,115.70982415944657,NA,NA,NA
210329_Std_250nMStdsInH2O_2,C14-HSL,17570962,95935,-0.9,183.15486527336216,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,C14-HSL,22873700,147402,-1.2,155.17903420577738,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,C14-HSL,19028078,138144,-1,137.74089356034284,NA,NA,NA
210329_Std_H2OInMatrix_1,C14-HSL,33841,0,-1.4,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,C14-HSL,23569,0,0,Inf,NA,NA,NA
210329_Blk_Blank1_A,C14-HSL,20650,0,-1.1,Inf,NA,NA,NA
210329_Blk_Blank1_B,C14-HSL,17170,0,-1.1,Inf,NA,NA,NA
210329_Blk_Blank1_C,C14-HSL,18252,0,-1.4,Inf,NA,NA,NA
210329_Blk_Blank2_A,C14-HSL,37493,0,-1.1,Inf,NA,NA,NA
210329_Blk_Blank2_B,C14-HSL,12007,0,-1,Inf,NA,NA,NA
210329_Blk_Blank2_C,C14-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_A,C14-HSL,15610,0,-0.8,Inf,NA,NA,NA
210329_Blk_Blank3_B,C14-HSL,28000,0,-1.3,Inf,NA,NA,NA
210329_Blk_Blank3_C,C14-HSL,27188,0,-0.8,Inf,NA,NA,NA
210329_Blk_PPL_Blank_A,C14-HSL,7499,0,0.1,Inf,NA,NA,NA
210329_Blk_PPL_Blank_B,C14-HSL,4292,0,-0.2,Inf,NA,NA,areaminFlag
210329_Blk_PPL_Blank_C,C14-HSL,13074,0,-0.4,Inf,NA,NA,NA
210329_Poo_TruePoo_Full1,C14-HSL,24905,0,-0.9,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,C14-HSL,20463,0,-0.7,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,C14-HSL,8500,0,-1,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,C14-HSL,29576,0,-0.7,Inf,NA,NA,NA
210329_Poo_TruePoo_Half2,C14-HSL,21819,0,-0.6,Inf,NA,NA,NA
210329_Poo_TruePoo_Half3,C14-HSL,16810,0,-0.5,Inf,NA,NA,NA
210329_Smp_Aloha_A,C14-HSL,14303,0,-1.6,Inf,NA,NA,NA
210329_Smp_Aloha_B,C14-HSL,10205,0,-1,Inf,NA,NA,NA
210329_Smp_Aloha_C,C14-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_A,C14-HSL,36882,0,-1.1,Inf,NA,NA,NA
210329_Smp_Mort_Test_B,C14-HSL,14774,0,-1.5,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_A,C14-HSL,54933,0,-0.6,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_B,C14-HSL,46710,0,-0.4,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_C,C14-HSL,12437,0,-0.5,Inf,NA,NA,NA
210329_Smp_PPL_PS_A,C14-HSL,6392,0,-0.8,Inf,NA,NA,NA
210329_Smp_PPL_PS_B,C14-HSL,36734,0,-0.6,Inf,NA,NA,NA
210329_Smp_PPL_PS_C,C14-HSL,13998,0,0.3,Inf,NA,NA,NA
210329_Smp_PS_A,C14-HSL,29070,0,-0.4,Inf,NA,NA,NA
210329_Smp_PS_B,C14-HSL,16197,0,-0.9,Inf,NA,NA,NA
210329_Smp_PS_C,C14-HSL,8619,0,-0.6,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_1,C4-HSL,27741128,108167,-3.2,256.46572429668936,NA,NA,NA
210329_Std_250nMStdsInH2O_2,C4-HSL,29684910,177161,-2.6,167.55894355981283,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,C4-HSL,27671894,496149,-3.2,55.77335437539933,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,C4-HSL,32367896,394616,-2.9,82.02378007987512,NA,NA,NA
210329_Std_H2OInMatrix_1,C4-HSL,57839,77128,-3,0.7499092417798984,SNFlag,NA,NA
210329_Std_H2OInMatrix_2,C4-HSL,50277,90091,-3,0.5580690635024587,SNFlag,NA,NA
210329_Blk_Blank1_A,C4-HSL,53769,78348,-2.8,0.6862842701792005,SNFlag,NA,NA
210329_Blk_Blank1_B,C4-HSL,114902,175557,-2.8,0.654499678167205,SNFlag,NA,NA
210329_Blk_Blank1_C,C4-HSL,58351,135741,-2.7,0.42987012030263516,SNFlag,NA,NA
210329_Blk_Blank2_A,C4-HSL,99042,91320,-2.9,1.0845597897503285,NA,NA,NA
210329_Blk_Blank2_B,C4-HSL,31347,51548,-2.7,0.6081128268798014,SNFlag,NA,NA
210329_Blk_Blank2_C,C4-HSL,21159,37687,-3.1,0.5614402844482183,SNFlag,NA,NA
210329_Blk_Blank3_A,C4-HSL,37475,43308,-2.5,0.8653135679320217,SNFlag,NA,NA
210329_Blk_Blank3_B,C4-HSL,68657,18892,-2.4,3.6341837814948126,NA,NA,NA
210329_Blk_Blank3_C,C4-HSL,14717,88997,-3.3,0.1653651246671236,SNFlag,NA,NA
210329_Blk_PPL_Blank_A,C4-HSL,12086,0,-0.2,Inf,NA,NA,NA
210329_Blk_PPL_Blank_B,C4-HSL,14249,0,-1.1,Inf,NA,NA,NA
210329_Blk_PPL_Blank_C,C4-HSL,73643,0,-1.2,Inf,NA,NA,NA
210329_Poo_TruePoo_Full1,C4-HSL,31808,102870,-2.8,0.30920579372022944,SNFlag,NA,NA
210329_Poo_TruePoo_Full2,C4-HSL,12560,68852,-3,0.1824202637541393,SNFlag,NA,NA
210329_Poo_TruePoo_Full3,C4-HSL,67576,111079,-2.7,0.6083598159868202,SNFlag,NA,NA
210329_Poo_TruePoo_Half1,C4-HSL,108156,47341,-2.6,2.2846158720770577,NA,NA,NA
210329_Poo_TruePoo_Half2,C4-HSL,50759,32099,-3.1,1.5813265210754228,NA,NA,NA
210329_Poo_TruePoo_Half3,C4-HSL,65074,21035,-2.5,3.0936058949370095,NA,NA,NA
210329_Smp_Aloha_A,C4-HSL,83999,135820,-3,0.6184582535709027,SNFlag,NA,NA
210329_Smp_Aloha_B,C4-HSL,91736,142890,-2.7,0.6420043390020296,SNFlag,NA,NA
210329_Smp_Aloha_C,C4-HSL,76652,137966,-2.8,0.5555861589087167,SNFlag,NA,NA
210329_Smp_Mort_Test_A,C4-HSL,158808,165385,-3.8,0.9602321855065453,SNFlag,NA,NA
210329_Smp_Mort_Test_B,C4-HSL,97123,97534,-3,0.9957860848524617,SNFlag,NA,NA
210329_Smp_PPL_Aloha_A,C4-HSL,1417016,240149,-3.5,5.900570062752708,NA,NA,NA
210329_Smp_PPL_Aloha_B,C4-HSL,193251,665015,-3,0.29059645271159296,SNFlag,NA,NA
210329_Smp_PPL_Aloha_C,C4-HSL,1100285,187055,-3,5.882146962123439,NA,NA,NA
210329_Smp_PPL_PS_A,C4-HSL,366309,550784,-2.8,0.6650683389495701,SNFlag,NA,NA
210329_Smp_PPL_PS_B,C4-HSL,503998,777656,-2,0.648098902342424,SNFlag,NA,NA
210329_Smp_PPL_PS_C,C4-HSL,321975,498930,-2.1,0.6453310083578859,SNFlag,NA,NA
210329_Smp_PS_A,C4-HSL,11739,88422,-1.8,0.13276107755988328,SNFlag,NA,NA
210329_Smp_PS_B,C4-HSL,40040,100798,-2.1,0.3972301037719002,SNFlag,NA,NA
210329_Smp_PS_C,C4-HSL,55276,115713,-2.5,0.4776991349286597,SNFlag,NA,NA
210329_Std_250nMStdsInH2O_1,C6-HSL,42377784,625051,-2.4,67.79892200796415,NA,NA,NA
210329_Std_250nMStdsInH2O_2,C6-HSL,47029996,847733,-1.7,55.477368463891345,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,C6-HSL,41243984,818185,-2.4,50.40911774231989,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,C6-HSL,49721752,1195390,-2.3,41.59458586737383,NA,NA,NA
210329_Std_H2OInMatrix_1,C6-HSL,179695,0,-2.5,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,C6-HSL,112931,0,-2.7,Inf,NA,NA,NA
210329_Blk_Blank1_A,C6-HSL,642518,0,-2.4,Inf,NA,NA,NA
210329_Blk_Blank1_B,C6-HSL,920191,77005,-2.3,11.949756509317577,NA,NA,NA
210329_Blk_Blank1_C,C6-HSL,674018,160814,-2.4,4.19128931560685,NA,NA,NA
210329_Blk_Blank2_A,C6-HSL,195724,0,-2.7,Inf,NA,NA,NA
210329_Blk_Blank2_B,C6-HSL,188708,0,-2.5,Inf,NA,NA,NA
210329_Blk_Blank2_C,C6-HSL,232256,0,-2.7,Inf,NA,NA,NA
210329_Blk_Blank3_A,C6-HSL,168555,0,-2.5,Inf,NA,NA,NA
210329_Blk_Blank3_B,C6-HSL,186701,0,-2.2,Inf,NA,NA,NA
210329_Blk_Blank3_C,C6-HSL,280552,0,-2.8,Inf,NA,NA,NA
210329_Blk_PPL_Blank_A,C6-HSL,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_PPL_Blank_B,C6-HSL,3517,0,-1.5,Inf,NA,NA,areaminFlag
210329_Blk_PPL_Blank_C,C6-HSL,6541,0,-1.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Full1,C6-HSL,145694,27048,-2.7,5.386498077491867,NA,NA,NA
210329_Poo_TruePoo_Full2,C6-HSL,171529,33358,-2.6,5.142064871994724,NA,NA,NA
210329_Poo_TruePoo_Full3,C6-HSL,142311,0,-2.6,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,C6-HSL,85517,0,-2.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Half2,C6-HSL,67718,0,-2.6,Inf,NA,NA,NA
210329_Poo_TruePoo_Half3,C6-HSL,58002,0,-2.3,Inf,NA,NA,NA
210329_Smp_Aloha_A,C6-HSL,310039,44168,-3.1,7.019539032783916,NA,NA,NA
210329_Smp_Aloha_B,C6-HSL,299648,0,-2.5,Inf,NA,NA,NA
210329_Smp_Aloha_C,C6-HSL,424852,0,-2.4,Inf,NA,NA,NA
210329_Smp_Mort_Test_A,C6-HSL,89145,0,-3,Inf,NA,NA,NA
210329_Smp_Mort_Test_B,C6-HSL,19189,0,-3,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_A,C6-HSL,6287,0,-1.9,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_B,C6-HSL,80918,0,-2.4,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_C,C6-HSL,11331,0,-1.2,Inf,NA,NA,NA
210329_Smp_PPL_PS_A,C6-HSL,50521,0,-2.3,Inf,NA,NA,NA
210329_Smp_PPL_PS_B,C6-HSL,45316,0,-2,Inf,NA,NA,NA
210329_Smp_PPL_PS_C,C6-HSL,51569,0,-1.4,Inf,NA,NA,NA
210329_Smp_PS_A,C6-HSL,308394,0,-2,Inf,NA,NA,NA
210329_Smp_PS_B,C6-HSL,315129,36094,-2,8.73078628026819,NA,NA,NA
210329_Smp_PS_C,C6-HSL,247787,0,-2.4,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_1,C8-HSL,81291064,764578,-2.5,106.32147929969211,NA,NA,NA
210329_Std_250nMStdsInH2O_2,C8-HSL,94418032,1047484,-1.8,90.13792287042094,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,C8-HSL,82970416,499481,-2.2,166.1132575613487,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,C8-HSL,99650752,671655,-2,148.3659795579576,NA,NA,NA
210329_Std_H2OInMatrix_1,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Std_H2OInMatrix_2,C8-HSL,47842,0,-0.9,Inf,NA,NA,NA
210329_Blk_Blank1_A,C8-HSL,124207,8563,-1.8,14.50507999532874,NA,NA,NA
210329_Blk_Blank1_B,C8-HSL,290431,0,-1.5,Inf,NA,NA,NA
210329_Blk_Blank1_C,C8-HSL,6807,0,-1.3,Inf,NA,NA,NA
210329_Blk_Blank2_A,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_B,C8-HSL,5564,0,-0.7,Inf,NA,NA,NA
210329_Blk_Blank2_C,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_A,C8-HSL,19874,0,-0.4,Inf,NA,NA,NA
210329_Blk_Blank3_B,C8-HSL,20137,0,-1,Inf,NA,NA,NA
210329_Blk_Blank3_C,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_A,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_C,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full1,C8-HSL,77666,0,-1.7,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,C8-HSL,77129,0,-1.4,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half1,C8-HSL,34524,0,-1.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Half2,C8-HSL,39384,0,-1.1,Inf,NA,NA,NA
210329_Poo_TruePoo_Half3,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_A,C8-HSL,67612,0,-1,Inf,NA,NA,NA
210329_Smp_Aloha_B,C8-HSL,88134,0,-1.1,Inf,NA,NA,NA
210329_Smp_Aloha_C,C8-HSL,118193,0,-1.5,Inf,NA,NA,NA
210329_Smp_Mort_Test_A,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_A,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_A,C8-HSL,3051,0,-0.8,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_B,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_C,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_A,C8-HSL,3286,0,-0.6,Inf,NA,NA,areaminFlag
210329_Smp_PS_B,C8-HSL,61751,0,-0.8,Inf,NA,NA,NA
210329_Smp_PS_C,C8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Std_250nMStdsInH2O_1,Caffeine,30539756,3943940,-2.2,7.743463642956029,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Caffeine,39149948,498890,-1.7,78.47410852091643,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Caffeine,29596836,3907759,-2.3,7.573864201963325,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Caffeine,38144612,511556,-2.2,74.56585789239105,NA,NA,NA
210329_Std_H2OInMatrix_1,Caffeine,243750,3219638,-2.1,0.0757072689538389,SNFlag,NA,NA
210329_Std_H2OInMatrix_2,Caffeine,204605,61128,-1.7,3.347156785761026,NA,NA,NA
210329_Blk_Blank1_A,Caffeine,260262,730121,-1.7,0.3564642025088992,SNFlag,NA,NA
210329_Blk_Blank1_B,Caffeine,154553,663111,-1.7,0.23307259267302155,SNFlag,NA,NA
210329_Blk_Blank1_C,Caffeine,157686,598260,-1.9,0.2635743656604152,SNFlag,NA,NA
210329_Blk_Blank2_A,Caffeine,188886,482031,-1.9,0.3918544657916192,SNFlag,NA,NA
210329_Blk_Blank2_B,Caffeine,242708,512636,-1.6,0.4734509476509648,SNFlag,NA,NA
210329_Blk_Blank2_C,Caffeine,188515,375542,-1.7,0.5019811365972381,SNFlag,NA,NA
210329_Blk_Blank3_A,Caffeine,128300,340300,-1.5,0.37702027622685863,SNFlag,NA,NA
210329_Blk_Blank3_B,Caffeine,283914,435951,-1.5,0.65125209025785,SNFlag,NA,NA
210329_Blk_Blank3_C,Caffeine,208727,456180,-2,0.45755403568766717,SNFlag,NA,NA
210329_Blk_PPL_Blank_A,Caffeine,82864,0,-0.8,Inf,NA,NA,NA
210329_Blk_PPL_Blank_B,Caffeine,82568,100733,-1.5,0.8196718056644794,SNFlag,NA,NA
210329_Blk_PPL_Blank_C,Caffeine,43526,149320,-1.5,0.2914947763193142,SNFlag,NA,NA
210329_Poo_TruePoo_Full1,Caffeine,196443,947816,-1.9,0.20725858183444887,SNFlag,NA,NA
210329_Poo_TruePoo_Full2,Caffeine,302069,437196,-1.7,0.6909235217156607,SNFlag,NA,NA
210329_Poo_TruePoo_Full3,Caffeine,329916,52737,-1.6,6.255873485408726,NA,NA,NA
210329_Poo_TruePoo_Half1,Caffeine,9970,787849,-2.2,0.012654709214582997,SNFlag,NA,NA
210329_Poo_TruePoo_Half2,Caffeine,185097,361909,-1.9,0.5114462475373643,SNFlag,NA,NA
210329_Poo_TruePoo_Half3,Caffeine,109091,69868,-1.3,1.5613871872674185,NA,NA,NA
210329_Smp_Aloha_A,Caffeine,90762,569008,-2.4,0.1595091808902511,SNFlag,NA,NA
210329_Smp_Aloha_B,Caffeine,189582,537674,-1.8,0.3525965547897053,SNFlag,NA,NA
210329_Smp_Aloha_C,Caffeine,129302,616985,-1.6,0.20957073510701232,SNFlag,NA,NA
210329_Smp_Mort_Test_A,Caffeine,221841,360374,-2.2,0.6155854750897678,SNFlag,NA,NA
210329_Smp_Mort_Test_B,Caffeine,220416,375585,-2,0.5868604976237071,SNFlag,NA,NA
210329_Smp_PPL_Aloha_A,Caffeine,53843,144887,-2,0.37162064229364955,SNFlag,NA,NA
210329_Smp_PPL_Aloha_B,Caffeine,86472,187605,-1.9,0.46092588150635644,SNFlag,NA,NA
210329_Smp_PPL_Aloha_C,Caffeine,49631,225968,-1.5,0.21963729377610988,SNFlag,NA,NA
210329_Smp_PPL_PS_A,Caffeine,82959,74562,-1,1.1126176872937958,NA,NA,NA
210329_Smp_PPL_PS_B,Caffeine,64922,151017,-1.3,0.42989862068508844,SNFlag,NA,NA
210329_Smp_PPL_PS_C,Caffeine,80609,117757,-1,0.6845368003600635,SNFlag,NA,NA
210329_Smp_PS_A,Caffeine,246922,556623,-1,0.4436072530240396,SNFlag,NA,NA
210329_Smp_PS_B,Caffeine,270325,620447,-1.4,0.435693943237698,SNFlag,NA,NA
210329_Smp_PS_C,Caffeine,397238,566556,-1.8,0.7011451648204238,SNFlag,NA,NA
210329_Std_250nMStdsInH2O_1,Camalexin,316240768,2092670,-3,151.11831679146735,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Camalexin,358132608,2238802,-2.4,159.9661819133626,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Camalexin,275460928,1996555,-2.6,137.96811407649676,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Camalexin,322865248,4919234,-2.6,65.63323639412152,NA,NA,NA
210329_Std_H2OInMatrix_1,Camalexin,57068,0,1.7,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,Camalexin,21098,0,2.5,Inf,NA,NA,NA
210329_Blk_Blank1_A,Camalexin,3459,0,0.4,Inf,NA,NA,areaminFlag
210329_Blk_Blank1_B,Camalexin,2319,0,4.4,Inf,NA,NA,areaminFlag
210329_Blk_Blank1_C,Camalexin,6031,0,2.2,Inf,NA,NA,NA
210329_Blk_Blank2_A,Camalexin,29176,0,1.2,Inf,NA,NA,NA
210329_Blk_Blank2_B,Camalexin,15060,0,1.5,Inf,NA,NA,NA
210329_Blk_Blank2_C,Camalexin,18138,0,2.4,Inf,NA,NA,NA
210329_Blk_Blank3_A,Camalexin,6217,0,2.6,Inf,NA,NA,NA
210329_Blk_Blank3_B,Camalexin,30640,0,0.8,Inf,NA,NA,NA
210329_Blk_Blank3_C,Camalexin,40244,0,3.2,Inf,NA,NA,NA
210329_Blk_PPL_Blank_A,Camalexin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,Camalexin,2958,0,3,Inf,NA,NA,areaminFlag
210329_Blk_PPL_Blank_C,Camalexin,2908,0,5.6,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Full1,Camalexin,2483,0,0.5,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Full2,Camalexin,106679,0,2.2,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,Camalexin,2234,0,1.4,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Half1,Camalexin,13102,0,1.7,Inf,NA,NA,NA
210329_Poo_TruePoo_Half2,Camalexin,2692,0,5.4,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Half3,Camalexin,15244,0,1.1,Inf,NA,NA,NA
210329_Smp_Aloha_A,Camalexin,2490,0,-0.1,Inf,NA,NA,areaminFlag
210329_Smp_Aloha_B,Camalexin,13508,0,2.3,Inf,NA,NA,NA
210329_Smp_Aloha_C,Camalexin,2938,0,1,Inf,NA,NA,areaminFlag
210329_Smp_Mort_Test_A,Camalexin,10730,0,1.4,Inf,NA,NA,NA
210329_Smp_Mort_Test_B,Camalexin,50408,0,2,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_A,Camalexin,2494,0,3.9,Inf,NA,NA,areaminFlag
210329_Smp_PPL_Aloha_B,Camalexin,2581,0,1.7,Inf,NA,NA,areaminFlag
210329_Smp_PPL_Aloha_C,Camalexin,3263,0,0.5,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_A,Camalexin,3997,0,1,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_B,Camalexin,2195,0,0,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_C,Camalexin,1994,0,0.7,Inf,NA,NA,areaminFlag
210329_Smp_PS_A,Camalexin,23512,0,0.9,Inf,NA,NA,NA
210329_Smp_PS_B,Camalexin,25170,0,3.1,Inf,NA,NA,NA
210329_Smp_PS_C,Camalexin,39676,0,1.4,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_1,Carotene,713009,0,0.3,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Carotene,159956,0,0.6,Inf,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Carotene,1476521,0,0.4,Inf,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Carotene,780617,0,0.4,Inf,NA,NA,NA
210329_Std_H2OInMatrix_1,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Std_H2OInMatrix_2,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_A,Carotene,1366,0,2.9,Inf,NA,NA,areaminFlag
210329_Blk_Blank1_B,Carotene,1144,0,4.8,Inf,NA,NA,areaminFlag
210329_Blk_Blank1_C,Carotene,1137,0,5.2,Inf,NA,NA,areaminFlag
210329_Blk_Blank2_A,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_B,Carotene,1914,0,6.7,Inf,NA,ppmFlag,areaminFlag
210329_Blk_Blank2_C,Carotene,1518,0,4.5,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_A,Carotene,1261,0,9,Inf,NA,ppmFlag,areaminFlag
210329_Blk_Blank3_B,Carotene,1298,0,2.5,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_C,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_A,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_C,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full1,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full2,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full3,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half1,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half2,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half3,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_A,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_B,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_C,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_A,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,Carotene,1095,0,5.8,Inf,NA,NA,areaminFlag
210329_Smp_PPL_Aloha_A,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,Carotene,1041,0,3.9,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_A,Carotene,1567,0,7.4,Inf,NA,ppmFlag,areaminFlag
210329_Smp_PPL_PS_B,Carotene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_C,Carotene,1462,0,2.5,Inf,NA,NA,areaminFlag
210329_Smp_PS_A,Carotene,1053,0,3.5,Inf,NA,NA,areaminFlag
210329_Smp_PS_B,Carotene,1241,0,3.5,Inf,NA,NA,areaminFlag
210329_Smp_PS_C,Carotene,1382,0,6.2,Inf,NA,ppmFlag,areaminFlag
210329_Std_250nMStdsInH2O_1,Choline,160020576,879823,-1.9,181.87814594526398,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Choline,185445776,525325,-1.2,353.0115185837339,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Choline,212874752,668082,-1.8,318.6356644842998,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Choline,208581888,1447513,-1.8,144.09672866495845,NA,NA,NA
210329_Std_H2OInMatrix_1,Choline,91758264,1196395,-1.8,76.69562644444352,NA,NA,NA
210329_Std_H2OInMatrix_2,Choline,74884488,478235,-2,156.58512655911844,NA,NA,NA
210329_Blk_Blank1_A,Choline,320911,0,-1.5,Inf,NA,NA,NA
210329_Blk_Blank1_B,Choline,155499,12906,-1.3,12.048582054858205,NA,NA,NA
210329_Blk_Blank1_C,Choline,184063,38460,-1.1,4.7858294331773275,NA,NA,NA
210329_Blk_Blank2_A,Choline,220647,90508,-1.6,2.4378728952136828,NA,NA,NA
210329_Blk_Blank2_B,Choline,204850,70625,-1.5,2.9005309734513274,NA,NA,NA
210329_Blk_Blank2_C,Choline,354033,0,-1.4,Inf,NA,NA,NA
