Compound,Rep,sample,EE.adjust.conc,C,N,Nmol.C,Nmol.N
Aspartic acid,210322_Smp_Aloha_A,Aloha,6.313356600341227,4,1,25.25342640136491,6.313356600341227
Aspartic acid,210322_Smp_Aloha_B,Aloha,8.147816024074675,4,1,32.5912640962987,8.147816024074675
Aspartic acid,210322_Smp_Aloha_C,Aloha,5.718258554899734,4,1,22.873034219598935,5.718258554899734
Aspartic acid,210322_Smp_LW_A,LW,3.9159657544632007,4,1,15.663863017852803,3.9159657544632007
Aspartic acid,210322_Smp_LW_B,LW,7.927303995556906,4,1,31.709215982227622,7.927303995556906
Aspartic acid,210322_Smp_LW_C,LW,6.393649042995236,4,1,25.574596171980943,6.393649042995236
Aspartic acid,210322_Smp_PS_A,PS,4.497855832718147,4,1,17.99142333087259,4.497855832718147
Aspartic acid,210322_Smp_PS_B,PS,4.747457452239961,4,1,18.989829808959843,4.747457452239961
Aspartic acid,210322_Smp_PS_C,PS,11.86153025594638,4,1,47.44612102378552,11.86153025594638
beta-Alanine,210322_Smp_Aloha_A,Aloha,2.3673434759516097,3,1,7.102030427854829,2.3673434759516097
beta-Alanine,210322_Smp_Aloha_B,Aloha,2.2781966002529224,3,1,6.834589800758767,2.2781966002529224
beta-Alanine,210322_Smp_Aloha_C,Aloha,1.6678085065231436,3,1,5.003425519569431,1.6678085065231436
beta-Alanine,210322_Smp_NP_A,NP,2.1508918265771158,3,1,6.452675479731347,2.1508918265771158
beta-Alanine,210322_Smp_NP_B,NP,1.4905338248865845,3,1,4.471601474659753,1.4905338248865845
beta-Alanine,210322_Smp_NP_C,NP,1.5390143301915848,3,1,4.617042990574754,1.5390143301915848
beta-Alanine,210322_Smp_PS_A,PS,3.1105748174083176,3,1,9.331724452224954,3.1105748174083176
beta-Alanine,210322_Smp_PS_B,PS,1.8652836800719506,3,1,5.595851040215852,1.8652836800719506
beta-Alanine,210322_Smp_PS_C,PS,2.4767050693774344,3,1,7.430115208132303,2.4767050693774344
Betonicine,210322_Smp_Aloha_A,Aloha,0.07256350033643645,7,1,0.5079445023550552,0.07256350033643645
Betonicine,210322_Smp_Aloha_B,Aloha,0.056805087516663605,7,1,0.39763561261664526,0.056805087516663605
Betonicine,210322_Smp_Aloha_C,Aloha,0.0540818109562416,7,1,0.3785726766936912,0.0540818109562416
Betonicine,210322_Smp_LW_A,LW,0.02167604705652473,7,1,0.1517323293956731,0.02167604705652473
Betonicine,210322_Smp_LW_B,LW,0.02018139881337919,7,1,0.14126979169365433,0.02018139881337919
Betonicine,210322_Smp_LW_C,LW,0.011328851277285112,7,1,0.07930195894099579,0.011328851277285112
Betonicine,210322_Smp_NP_A,NP,0.011072764627385753,7,1,0.07750935239170027,0.011072764627385753
Betonicine,210322_Smp_NP_B,NP,0.02267533062178409,7,1,0.15872731435248863,0.02267533062178409
Betonicine,210322_Smp_NP_C,NP,0.02331477776740807,7,1,0.1632034443718565,0.02331477776740807
Betonicine,210322_Smp_PS_A,PS,0.019121076566406527,7,1,0.1338475359648457,0.019121076566406527
Betonicine,210322_Smp_PS_B,PS,0.016047297268195943,7,1,0.1123310808773716,0.016047297268195943
Betonicine,210322_Smp_PS_C,PS,0.012095072606965261,7,1,0.08466550824875682,0.012095072606965261
Creatine,210322_Smp_Aloha_A,Aloha,0.9253125245762306,4,3,3.7012500983049224,2.775937573728692
Creatine,210322_Smp_Aloha_B,Aloha,0.9270818505817162,4,3,3.708327402326865,2.7812455517451484
Creatine,210322_Smp_Aloha_C,Aloha,0.845587392677028,4,3,3.382349570708112,2.536762178031084
Creatine,210322_Smp_LW_A,LW,0.3004327189114989,4,3,1.2017308756459957,0.9012981567344968
Creatine,210322_Smp_LW_B,LW,0.6291543628820756,4,3,2.5166174515283024,1.8874630886462267
Creatine,210322_Smp_LW_C,LW,0.6213850960088996,4,3,2.4855403840355983,1.8641552880266987
Creatine,210322_Smp_NP_A,NP,0.2965302500484129,4,3,1.1861210001936515,0.8895907501452387
Creatine,210322_Smp_NP_B,NP,0.48140711143741505,4,3,1.9256284457496602,1.4442213343122452
Creatine,210322_Smp_NP_C,NP,0.45385447931137257,4,3,1.8154179172454903,1.3615634379341177
Creatine,210322_Smp_PS_A,PS,0.17326005359666488,4,3,0.6930402143866595,0.5197801607899947
Creatine,210322_Smp_PS_B,PS,0.20451069339217184,4,3,0.8180427735686874,0.6135320801765155
Creatine,210322_Smp_PS_C,PS,0.20891281268164272,4,3,0.8356512507265709,0.6267384380449281
Cytidine,210322_Smp_LW_A,LW,0.2892767963681912,9,3,2.6034911673137207,0.8678303891045736
Cytidine,210322_Smp_LW_B,LW,0.5447794863647476,9,3,4.9030153772827285,1.6343384590942427
Cytidine,210322_Smp_LW_C,LW,0.7971512996323575,9,3,7.174361696691218,2.3914538988970726
Cytidine,210322_Smp_PS_A,PS,0.1297810368029711,9,3,1.1680293312267398,0.3893431104089133
Cytidine,210322_Smp_PS_B,PS,0.1637647737134182,9,3,1.4738829634207637,0.49129432114025456
Cytidine,210322_Smp_PS_C,PS,0.14767625264408157,9,3,1.3290862737967342,0.4430287579322447
Dimethylsulfonioacetate (DMS-Ac),210322_Smp_Aloha_A,Aloha,0.48764909719440724,4,NA,1.950596388777629,NA
Dimethylsulfonioacetate (DMS-Ac),210322_Smp_Aloha_B,Aloha,0.4481904694625281,4,NA,1.7927618778501124,NA
Dimethylsulfonioacetate (DMS-Ac),210322_Smp_Aloha_C,Aloha,0.4559534483332118,4,NA,1.823813793332847,NA
Dimethylsulfonioacetate (DMS-Ac),210322_Smp_NP_A,NP,0.725431418756235,4,NA,2.90172567502494,NA
Dimethylsulfonioacetate (DMS-Ac),210322_Smp_NP_B,NP,1.1541860540258895,4,NA,4.616744216103558,NA
Dimethylsulfonioacetate (DMS-Ac),210322_Smp_NP_C,NP,1.0145911229778475,4,NA,4.05836449191139,NA
Dimethylsulfonioacetate (DMS-Ac),210322_Smp_PS_A,PS,0.45023002333207324,4,NA,1.800920093328293,NA
Dimethylsulfonioacetate (DMS-Ac),210322_Smp_PS_B,PS,0.53545220909608,4,NA,2.14180883638432,NA
Dimethylsulfonioacetate (DMS-Ac),210322_Smp_PS_C,PS,0.5031923520563285,4,NA,2.012769408225314,NA
DMSP,210322_Smp_Aloha_A,Aloha,3.5730771157164694,5,NA,17.865385578582348,NA
DMSP,210322_Smp_Aloha_B,Aloha,3.2062175885919904,5,NA,16.031087942959953,NA
DMSP,210322_Smp_Aloha_C,Aloha,3.5132008955428824,5,NA,17.56600447771441,NA
DMSP,210322_Smp_LW_A,LW,0.008979814863596815,5,NA,0.044899074317984074,NA
DMSP,210322_Smp_LW_B,LW,0.013227557050401401,5,NA,0.066137785252007,NA
DMSP,210322_Smp_LW_C,LW,0.01713357753470893,5,NA,0.08566788767354465,NA
DMSP,210322_Smp_NP_A,NP,5.113130197979032,5,NA,25.56565098989516,NA
DMSP,210322_Smp_NP_B,NP,7.961431830102621,5,NA,39.8071591505131,NA
DMSP,210322_Smp_NP_C,NP,7.0108937432357745,5,NA,35.054468716178874,NA
DMSP,210322_Smp_PS_A,PS,2.103788250371306,5,NA,10.51894125185653,NA
DMSP,210322_Smp_PS_B,PS,2.5566724502539007,5,NA,12.783362251269503,NA
DMSP,210322_Smp_PS_C,PS,2.1161365400497583,5,NA,10.580682700248792,NA
Ectoine,210322_Smp_Aloha_A,Aloha,0.05716782082397994,6,2,0.34300692494387963,0.11433564164795988
Ectoine,210322_Smp_Aloha_B,Aloha,0.05639473855918394,6,2,0.33836843135510364,0.11278947711836788
Ectoine,210322_Smp_Aloha_C,Aloha,0.04966237288235944,6,2,0.2979742372941566,0.09932474576471888
Ectoine,210322_Smp_NP_A,NP,0.04473495858937951,6,2,0.26840975153627705,0.08946991717875902
Ectoine,210322_Smp_NP_B,NP,0.051425732930446985,6,2,0.3085543975826819,0.10285146586089397
Ectoine,210322_Smp_NP_C,NP,0.04157871927700196,6,2,0.24947231566201178,0.08315743855400393
Glutamic acid,210322_Smp_Aloha_A,Aloha,10.44027702271917,5,1,52.201385113595855,10.44027702271917
Glutamic acid,210322_Smp_Aloha_B,Aloha,10.371655648406714,5,1,51.85827824203357,10.371655648406714
Glutamic acid,210322_Smp_Aloha_C,Aloha,13.414755701462598,5,1,67.073778507313,13.414755701462598
Glutamic acid,210322_Smp_LW_A,LW,6.1673560730621375,5,1,30.836780365310688,6.1673560730621375
Glutamic acid,210322_Smp_LW_B,LW,5.492289136738288,5,1,27.461445683691437,5.492289136738288
Glutamic acid,210322_Smp_LW_C,LW,5.374242186163767,5,1,26.871210930818833,5.374242186163767
Glutamic acid,210322_Smp_NP_A,NP,3.988124871339937,5,1,19.940624356699686,3.988124871339937
Glutamic acid,210322_Smp_NP_B,NP,2.2991433506949126,5,1,11.495716753474563,2.2991433506949126
Glutamic acid,210322_Smp_NP_C,NP,3.2977843312374335,5,1,16.488921656187166,3.2977843312374335
Glutamic acid,210322_Smp_PS_A,PS,4.771625994702234,5,1,23.85812997351117,4.771625994702234
Glutamic acid,210322_Smp_PS_B,PS,4.280246442949968,5,1,21.40123221474984,4.280246442949968
Glutamic acid,210322_Smp_PS_C,PS,5.2526342132896495,5,1,26.263171066448248,5.2526342132896495
Glutamine,210322_Smp_Aloha_A,Aloha,1.1158031192208262,5,2,5.5790155961041314,2.2316062384416524
Glutamine,210322_Smp_Aloha_B,Aloha,0.9465016275079576,5,2,4.732508137539789,1.8930032550159153
Glutamine,210322_Smp_Aloha_C,Aloha,0.9531225540045926,5,2,4.765612770022963,1.9062451080091851
Glutamine,210322_Smp_LW_A,LW,0.22896087119304168,5,2,1.1448043559652084,0.45792174238608335
Glutamine,210322_Smp_LW_B,LW,0.4162642027952435,5,2,2.0813210139762175,0.832528405590487
Glutamine,210322_Smp_LW_C,LW,0.3794699824793163,5,2,1.8973499123965816,0.7589399649586326
Glutamine,210322_Smp_NP_A,NP,0.0948024344924055,5,2,0.4740121724620275,0.189604868984811
Glutamine,210322_Smp_NP_B,NP,0.2222636413888769,5,2,1.1113182069443845,0.4445272827777538
Glutamine,210322_Smp_NP_C,NP,0.1314517024435581,5,2,0.6572585122177905,0.2629034048871162
Glutamine,210322_Smp_PS_A,PS,0.589704969545116,5,2,2.94852484772558,1.179409939090232
Glutamine,210322_Smp_PS_B,PS,0.6348382563513677,5,2,3.1741912817568387,1.2696765127027354
Glutamine,210322_Smp_PS_C,PS,0.6356869213517312,5,2,3.178434606758656,1.2713738427034624
Glutamylphenylalanine,210322_Smp_Aloha_A,Aloha,0.05062756303573661,14,2,0.7087858825003125,0.10125512607147322
Glutamylphenylalanine,210322_Smp_Aloha_B,Aloha,0.04068423555953972,14,2,0.5695792978335561,0.08136847111907944
Glutamylphenylalanine,210322_Smp_Aloha_C,Aloha,0.07290389264732934,14,2,1.0206544970626108,0.14580778529465868
Glutamylphenylalanine,210322_Smp_PS_A,PS,0.06851475937836347,14,2,0.9592066312970886,0.13702951875672695
Glutamylphenylalanine,210322_Smp_PS_B,PS,0.044657136721269544,14,2,0.6251999140977736,0.08931427344253909
Glutamylphenylalanine,210322_Smp_PS_C,PS,0.05090406545731814,14,2,0.712656916402454,0.10180813091463628
Glycerophosphocholine,210322_Smp_PS_A,PS,1.286108370112233,8,1,10.288866960897863,1.286108370112233
Glycerophosphocholine,210322_Smp_PS_B,PS,1.4406091367804659,8,1,11.524873094243727,1.4406091367804659
Glycerophosphocholine,210322_Smp_PS_C,PS,1.4335993524264365,8,1,11.468794819411492,1.4335993524264365
Gonyol,210322_Smp_Aloha_A,Aloha,0.6424579539494494,7,NA,4.4972056776461455,NA
Gonyol,210322_Smp_Aloha_B,Aloha,0.5422599183675106,7,NA,3.7958194285725746,NA
Gonyol,210322_Smp_Aloha_C,Aloha,0.6362290016466252,7,NA,4.4536030115263765,NA
Gonyol,210322_Smp_LW_A,LW,0.46960682172560136,7,NA,3.2872477520792094,NA
Gonyol,210322_Smp_LW_B,LW,1.0595199076080295,7,NA,7.4166393532562065,NA
Gonyol,210322_Smp_LW_C,LW,1.043354608899735,7,NA,7.303482262298145,NA
Gonyol,210322_Smp_PS_A,PS,1.2899534163048736,7,NA,9.029673914134115,NA
Gonyol,210322_Smp_PS_B,PS,1.6947501764373991,7,NA,11.863251235061794,NA
Gonyol,210322_Smp_PS_C,PS,1.4245396734230775,7,NA,9.971777713961544,NA
Guanine,210322_Smp_Aloha_A,Aloha,0.8612316498528095,5,5,4.3061582492640476,4.3061582492640476
Guanine,210322_Smp_Aloha_B,Aloha,0.7458317261927956,5,5,3.729158630963978,3.729158630963978
Guanine,210322_Smp_Aloha_C,Aloha,0.7455845758191241,5,5,3.7279228790956203,3.7279228790956203
Guanine,210322_Smp_LW_A,LW,0.9462510503821191,5,5,4.7312552519105955,4.7312552519105955
Guanine,210322_Smp_LW_B,LW,1.7203910487000118,5,5,8.60195524350006,8.60195524350006
Guanine,210322_Smp_LW_C,LW,1.962593155305823,5,5,9.812965776529115,9.812965776529115
Guanine,210322_Smp_PS_A,PS,1.0888254561235566,5,5,5.444127280617783,5.444127280617783
Guanine,210322_Smp_PS_B,PS,0.9978781471158965,5,5,4.989390735579483,4.989390735579483
Guanine,210322_Smp_PS_C,PS,0.9877027171663032,5,5,4.938513585831516,4.938513585831516
Histidine,210322_Smp_Aloha_A,Aloha,1.4427643259860286,6,3,8.65658595591617,4.328292977958085
Histidine,210322_Smp_Aloha_B,Aloha,0.8759259408475754,6,3,5.255555645085452,2.627777822542726
Histidine,210322_Smp_Aloha_C,Aloha,1.2971491991344049,6,3,7.782895194806429,3.8914475974032143
Histidine,210322_Smp_LW_A,LW,2.1223493128192126,6,3,12.734095876915276,6.367047938457638
Histidine,210322_Smp_LW_B,LW,2.193400174352721,6,3,13.160401046116327,6.5802005230581635
Histidine,210322_Smp_LW_C,LW,1.964921295300031,6,3,11.789527771800186,5.894763885900093
Homarine,210322_Smp_Aloha_A,Aloha,71.88593820902034,7,1,503.2015674631424,71.88593820902034
Homarine,210322_Smp_Aloha_B,Aloha,64.71742648357673,7,1,453.0219853850371,64.71742648357673
Homarine,210322_Smp_Aloha_C,Aloha,66.31937371667175,7,1,464.23561601670224,66.31937371667175
Homarine,210322_Smp_LW_A,LW,2.670382240458433,7,1,18.692675683209032,2.670382240458433
Homarine,210322_Smp_LW_B,LW,4.463564617888461,7,1,31.244952325219227,4.463564617888461
Homarine,210322_Smp_LW_C,LW,4.792316467414846,7,1,33.54621527190392,4.792316467414846
Homarine,210322_Smp_NP_A,NP,16.148135576519632,7,1,113.03694903563742,16.148135576519632
Homarine,210322_Smp_NP_B,NP,25.476438850068945,7,1,178.33507195048261,25.476438850068945
Homarine,210322_Smp_NP_C,NP,20.90187278472601,7,1,146.31310949308207,20.90187278472601
Homarine,210322_Smp_PS_A,PS,36.14691938291243,7,1,253.02843568038702,36.14691938291243
Homarine,210322_Smp_PS_B,PS,46.55972356232669,7,1,325.91806493628684,46.55972356232669
Homarine,210322_Smp_PS_C,PS,38.52270646826928,7,1,269.6589452778849,38.52270646826928
Homoserine,210322_Smp_PS_A,PS,0.6695855017940787,4,1,2.678342007176315,0.6695855017940787
Homoserine,210322_Smp_PS_B,PS,0.42697288746720424,4,1,1.707891549868817,0.42697288746720424
Homoserine,210322_Smp_PS_C,PS,0.34019726683588697,4,1,1.3607890673435479,0.34019726683588697
Hydroxyectoine,210322_Smp_PS_A,PS,0.05541429170248782,6,2,0.33248575021492693,0.11082858340497564
Hydroxyectoine,210322_Smp_PS_B,PS,0.059481421614151125,6,2,0.35688852968490675,0.11896284322830225
Hydroxyectoine,210322_Smp_PS_C,PS,0.04073261606571137,6,2,0.24439569639426822,0.08146523213142275
Hypoxanthine,210322_Smp_Aloha_A,Aloha,0.8209960313160047,5,4,4.104980156580024,3.283984125264019
Hypoxanthine,210322_Smp_Aloha_B,Aloha,0.6239399292986313,5,4,3.1196996464931566,2.495759717194525
Hypoxanthine,210322_Smp_Aloha_C,Aloha,0.6147604049058865,5,4,3.0738020245294324,2.459041619623546
Hypoxanthine,210322_Smp_LW_A,LW,0.7378877081028887,5,4,3.689438540514444,2.951550832411555
Hypoxanthine,210322_Smp_LW_B,LW,1.460197112880895,5,4,7.300985564404475,5.84078845152358
Hypoxanthine,210322_Smp_LW_C,LW,1.7894347027307387,5,4,8.947173513653693,7.157738810922955
Imidazoleacrylic Acid,210322_Smp_Aloha_A,Aloha,1.2778666101147897,6,2,7.6671996606887385,2.5557332202295795
Imidazoleacrylic Acid,210322_Smp_Aloha_B,Aloha,2.1555277490093254,6,2,12.933166494055953,4.311055498018651
Imidazoleacrylic Acid,210322_Smp_Aloha_C,Aloha,1.3259837030721138,6,2,7.955902218432683,2.6519674061442275
Imidazoleacrylic Acid,210322_Smp_LW_A,LW,1.0869513306719523,6,2,6.521707984031714,2.1739026613439045
Imidazoleacrylic Acid,210322_Smp_LW_B,LW,1.8435885189122339,6,2,11.061531113473404,3.6871770378244677
Imidazoleacrylic Acid,210322_Smp_LW_C,LW,1.547579749903228,6,2,9.285478499419368,3.095159499806456
(Iso)leucine,210322_Smp_Aloha_A,Aloha,4.357479603670864,6,1,26.144877622025184,4.357479603670864
(Iso)leucine,210322_Smp_Aloha_B,Aloha,4.6459304094261515,6,1,27.87558245655691,4.6459304094261515
(Iso)leucine,210322_Smp_Aloha_C,Aloha,4.281788033364493,6,1,25.69072820018696,4.281788033364493
(Iso)leucine,210322_Smp_LW_A,LW,1.004382927854903,6,1,6.0262975671294186,1.004382927854903
(Iso)leucine,210322_Smp_LW_B,LW,1.7857603300245197,6,1,10.714561980147119,1.7857603300245197
(Iso)leucine,210322_Smp_LW_C,LW,1.3776472704296654,6,1,8.265883622577991,1.3776472704296654
(Iso)leucine,210322_Smp_NP_A,NP,0.5202863624814303,6,1,3.1217181748885823,0.5202863624814303
(Iso)leucine,210322_Smp_NP_B,NP,0.6024946505073551,6,1,3.61496790304413,0.6024946505073551
(Iso)leucine,210322_Smp_NP_C,NP,0.47204495248802014,6,1,2.832269714928121,0.47204495248802014
(Iso)leucine,210322_Smp_PS_A,PS,1.4073715675180098,6,1,8.444229405108059,1.4073715675180098
(Iso)leucine,210322_Smp_PS_B,PS,1.3897476760032363,6,1,8.338486056019418,1.3897476760032363
(Iso)leucine,210322_Smp_PS_C,PS,1.4444827057777745,6,1,8.666896234666646,1.4444827057777745
Lysine,210322_Smp_Aloha_A,Aloha,2.423067410705017,6,2,14.538404464230103,4.846134821410034
Lysine,210322_Smp_Aloha_B,Aloha,2.4201007871584395,6,2,14.520604722950637,4.840201574316879
Lysine,210322_Smp_Aloha_C,Aloha,2.934659491585055,6,2,17.607956949510328,5.86931898317011
Melamine,210322_Smp_Aloha_A,Aloha,0.8075131544007815,3,6,2.4225394632023445,4.845078926404689
Melamine,210322_Smp_Aloha_B,Aloha,0.8111352140453126,3,6,2.433405642135938,4.866811284271876
Melamine,210322_Smp_Aloha_C,Aloha,1.081379301563829,3,6,3.2441379046914873,6.488275809382975
Melamine,210322_Smp_LW_A,LW,0.49473345779430994,3,6,1.4842003733829299,2.9684007467658597
Melamine,210322_Smp_LW_B,LW,0.45258546423160206,3,6,1.3577563926948062,2.7155127853896124
Melamine,210322_Smp_LW_C,LW,0.551094630995201,3,6,1.6532838929856029,3.3065677859712057
Methionine Sulfoxide,210322_Smp_Aloha_A,Aloha,1.3098591333335152,5,1,6.549295666667576,1.3098591333335152
Methionine Sulfoxide,210322_Smp_Aloha_B,Aloha,1.209854859154754,5,1,6.04927429577377,1.209854859154754
Methionine Sulfoxide,210322_Smp_Aloha_C,Aloha,1.6204521599689456,5,1,8.102260799844728,1.6204521599689456
Methionine Sulfoxide,210322_Smp_LW_A,LW,0.2970368130411048,5,1,1.485184065205524,0.2970368130411048
Methionine Sulfoxide,210322_Smp_LW_B,LW,0.3305436735701621,5,1,1.6527183678508106,0.3305436735701621
Methionine Sulfoxide,210322_Smp_LW_C,LW,0.2822907714165844,5,1,1.4114538570829218,0.2822907714165844
Methionine Sulfoxide,210322_Smp_PS_A,PS,0.37272624914362934,5,1,1.8636312457181468,0.37272624914362934
Methionine Sulfoxide,210322_Smp_PS_B,PS,0.6024231596541867,5,1,3.0121157982709335,0.6024231596541867
Methionine Sulfoxide,210322_Smp_PS_C,PS,0.7081545861675524,5,1,3.540772930837762,0.7081545861675524
N(e)-Acetyl-Lysine,210322_Smp_Aloha_A,Aloha,0.10320967472320858,8,2,0.8256773977856686,0.20641934944641716
N(e)-Acetyl-Lysine,210322_Smp_Aloha_B,Aloha,0.06643880777506009,8,2,0.5315104622004807,0.13287761555012018
N(e)-Acetyl-Lysine,210322_Smp_Aloha_C,Aloha,0.0858448227241601,8,2,0.6867585817932808,0.1716896454483202
N(e)-Acetyl-Lysine,210322_Smp_LW_A,LW,0.037413195366189346,8,2,0.29930556292951477,0.07482639073237869
N(e)-Acetyl-Lysine,210322_Smp_LW_B,LW,0.034838540384227665,8,2,0.2787083230738213,0.06967708076845533
N(e)-Acetyl-Lysine,210322_Smp_LW_C,LW,0.07504191756595226,8,2,0.60033534052761806,0.15008383513190451
N(e)-Acetyl-Lysine,210322_Smp_PS_A,PS,0.03833705412328137,8,2,0.30669643298625093,0.07667410824656273
N(e)-Acetyl-Lysine,210322_Smp_PS_B,PS,0.022234920398245987,8,2,0.1778793631859679,0.04446984079649197
N(e)-Acetyl-Lysine,210322_Smp_PS_C,PS,0.021927814921935306,8,2,0.17542251937548245,0.04385562984387061
Ornithine,210322_Smp_Aloha_A,Aloha,7.686533265145948,5,2,38.43266632572974,15.373066530291895
Ornithine,210322_Smp_Aloha_B,Aloha,8.464985524298317,5,2,42.32492762149158,16.929971048596634
Ornithine,210322_Smp_Aloha_C,Aloha,8.660003877008673,5,2,43.30001938504337,17.320007754017347
Salicylic Acid,210322_Smp_Aloha_A,Aloha,30.19410713144527,7,NA,211.3587499201169,NA
Salicylic Acid,210322_Smp_Aloha_B,Aloha,28.706884704156685,7,NA,200.9481929290968,NA
Salicylic Acid,210322_Smp_Aloha_C,Aloha,34.47279421740091,7,NA,241.30955952180636,NA
Sarcosine,210322_Smp_Aloha_A,Aloha,0.9122446685053338,3,1,2.736734005516001,0.9122446685053338
Sarcosine,210322_Smp_Aloha_B,Aloha,1.218051320521175,3,1,3.654153961563525,1.218051320521175
Sarcosine,210322_Smp_Aloha_C,Aloha,0.6208259150371763,3,1,1.862477745111529,0.6208259150371763
Sarcosine,210322_Smp_NP_A,NP,1.580021121005271,3,1,4.740063363015813,1.580021121005271
Sarcosine,210322_Smp_NP_B,NP,0.8527007266086561,3,1,2.558102179825968,0.8527007266086561
Sarcosine,210322_Smp_NP_C,NP,1.0566686058932333,3,1,3.1700058176796997,1.0566686058932333
Serine,210322_Smp_Aloha_A,Aloha,11.37050911218206,3,1,34.111527336546175,11.37050911218206
Serine,210322_Smp_Aloha_B,Aloha,19.26293496655147,3,1,57.78880489965441,19.26293496655147
Serine,210322_Smp_Aloha_C,Aloha,9.912604390293366,3,1,29.737813170880095,9.912604390293366
Serine,210322_Smp_LW_A,LW,12.953683360465586,3,1,38.861050081396755,12.953683360465586
Serine,210322_Smp_LW_B,LW,20.398987478460832,3,1,61.196962435382495,20.398987478460832
Serine,210322_Smp_LW_C,LW,16.304155323012726,3,1,48.91246596903818,16.304155323012726
Stachydrine hydrochloride,210322_Smp_Aloha_A,Aloha,0.15016082426050503,7,1,1.0511257698235352,0.15016082426050503
Stachydrine hydrochloride,210322_Smp_Aloha_B,Aloha,0.1437035856007623,7,1,1.0059250992053361,0.1437035856007623
Stachydrine hydrochloride,210322_Smp_Aloha_C,Aloha,0.13405454484304374,7,1,0.9383818139013063,0.13405454484304374
Stachydrine hydrochloride,210322_Smp_PS_A,PS,0.05727767217700206,7,1,0.4009437052390144,0.05727767217700206
