Rep,Compound,Area,Background,Mass.Error.PPM,SN,SNFlag,ppmFlag,areaminFlag
210322_Smp_LW_A,Adenine_Pos,5628096,1145456,-3,4.913410903605202,NA,NA,NA
210322_Smp_LW_B,Adenine_Pos,10064902,1285384,-2.8,7.830268620116635,NA,NA,NA
210322_Smp_LW_C,Adenine_Pos,14409293,1490057,-2.5,9.670296505435697,NA,NA,NA
210322_Smp_NP_A,Adenine_Pos,1718641,919600,-3.6,1.8689006089604177,NA,NA,NA
210322_Smp_NP_B,Adenine_Pos,2404382,1309639,-3,1.8359120337741928,NA,NA,NA
210322_Smp_NP_C,Adenine_Pos,4007826,896675,-3.3,4.469652884266875,NA,NA,NA
210322_Smp_PS_A,Adenine_Pos,3322294,1560228,-2.8,2.129364426224885,NA,NA,NA
210322_Smp_PS_B,Adenine_Pos,3939329,891190,-3.1,4.420302068021409,NA,NA,NA
210322_Smp_PS_C,Adenine_Pos,4319706,1218920,-3.2,3.5438798280444983,NA,NA,NA
210322_Blk_Blank1_A,Adenosine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank1_B,Adenosine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank1_C,Adenosine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank2_A,Adenosine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank2_B,Adenosine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank2_C,Adenosine_Pos,13643,0,-0.2,Inf,NA,NA,areaminFlag
210322_Blk_Blank3_A,Adenosine_Pos,6858,0,-2.3,Inf,NA,NA,areaminFlag
210322_Blk_Blank3_B,Adenosine_Pos,6200,0,-3.2,Inf,NA,NA,areaminFlag
210322_Blk_Blank3_C,Adenosine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank4_A,Adenosine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank4_B,Adenosine_Pos,14111,0,-2.7,Inf,NA,NA,areaminFlag
210322_Blk_Blank4_C,Adenosine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank5_A,Adenosine_Pos,459883,0,-3.1,Inf,NA,NA,NA
210322_Blk_Blank5_B,Adenosine_Pos,758740,0,-2.8,Inf,NA,NA,NA
210322_Blk_Blank5_C,Adenosine_Pos,994501,0,-2.6,Inf,NA,NA,NA
210322_Smp_Aloha_A,Adenosine_Pos,6873,0,-0.5,Inf,NA,NA,areaminFlag
210322_Smp_Aloha_B,Adenosine_Pos,14512,0,-2.4,Inf,NA,NA,areaminFlag
210322_Smp_Aloha_C,Adenosine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_LW_A,Adenosine_Pos,2593345,0,-1.5,Inf,NA,NA,NA
210322_Smp_LW_B,Adenosine_Pos,5758907,0,-1.4,Inf,NA,NA,NA
210322_Smp_LW_C,Adenosine_Pos,7721479,0,-1,Inf,NA,NA,NA
210322_Smp_NP_A,Adenosine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_NP_B,Adenosine_Pos,24512,0,-1.4,Inf,NA,NA,areaminFlag
210322_Smp_NP_C,Adenosine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_PS_A,Adenosine_Pos,143937,0,-1.2,Inf,NA,NA,NA
210322_Smp_PS_B,Adenosine_Pos,144733,0,-1.8,Inf,NA,NA,NA
210322_Smp_PS_C,Adenosine_Pos,183440,0,-1.7,Inf,NA,NA,NA
210322_Blk_Blank1_A,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank1_B,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank1_C,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank2_A,Adenosyl Homocysteine_Pos,5817,0,3.3,Inf,NA,NA,areaminFlag
210322_Blk_Blank2_B,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank2_C,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank3_A,Adenosyl Homocysteine_Pos,5515,0,1.4,Inf,NA,NA,areaminFlag
210322_Blk_Blank3_B,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank3_C,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank4_A,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank4_B,Adenosyl Homocysteine_Pos,5125,0,4.3,Inf,NA,NA,areaminFlag
210322_Blk_Blank4_C,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank5_A,Adenosyl Homocysteine_Pos,6868,0,5.5,Inf,NA,NA,areaminFlag
210322_Blk_Blank5_B,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank5_C,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_Aloha_A,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_Aloha_B,Adenosyl Homocysteine_Pos,6578,0,3.5,Inf,NA,NA,areaminFlag
210322_Smp_Aloha_C,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_LW_A,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_LW_B,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_LW_C,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_NP_A,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_NP_B,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_NP_C,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_PS_A,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_PS_B,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_PS_C,Adenosyl Homocysteine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank1_A,Adenosyl Methionine_Pos,12851,15673,-0.5,0.8199451285650482,SNFlag,NA,areaminFlag
210322_Blk_Blank1_B,Adenosyl Methionine_Pos,33292,0,-2.9,Inf,NA,NA,areaminFlag
210322_Blk_Blank1_C,Adenosyl Methionine_Pos,5842,0,-0.5,Inf,NA,NA,areaminFlag
210322_Blk_Blank2_A,Adenosyl Methionine_Pos,3388,0,-4,Inf,NA,NA,areaminFlag
210322_Blk_Blank2_B,Adenosyl Methionine_Pos,7198,0,-0.7,Inf,NA,NA,areaminFlag
210322_Blk_Blank2_C,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank3_A,Adenosyl Methionine_Pos,11335,0,-2.4,Inf,NA,NA,areaminFlag
210322_Blk_Blank3_B,Adenosyl Methionine_Pos,5389,0,-1.8,Inf,NA,NA,areaminFlag
210322_Blk_Blank3_C,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank4_A,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank4_B,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank4_C,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank5_A,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank5_B,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank5_C,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_Aloha_A,Adenosyl Methionine_Pos,12868,0,-2.3,Inf,NA,NA,areaminFlag
210322_Smp_Aloha_B,Adenosyl Methionine_Pos,6728,0,-3.2,Inf,NA,NA,areaminFlag
210322_Smp_Aloha_C,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_LW_A,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_LW_B,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_LW_C,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_NP_A,Adenosyl Methionine_Pos,3465,0,-0.9,Inf,NA,NA,areaminFlag
210322_Smp_NP_B,Adenosyl Methionine_Pos,11846,0,-4,Inf,NA,NA,areaminFlag
210322_Smp_NP_C,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_PS_A,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_PS_B,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_PS_C,Adenosyl Methionine_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank1_A,Alanine_Pos,979805,661024,0.7,1.4822532918623228,NA,NA,NA
210322_Blk_Blank1_B,Alanine_Pos,1092964,635152,0.8,1.7207912436708064,NA,NA,NA
210322_Blk_Blank1_C,Alanine_Pos,1107780,748737,0.6,1.4795315310983697,NA,NA,NA
210322_Blk_Blank2_A,Alanine_Pos,1095333,642239,0.9,1.705491257927345,NA,NA,NA
210322_Blk_Blank2_B,Alanine_Pos,1606922,918354,0.8,1.749784941318925,NA,NA,NA
210322_Blk_Blank2_C,Alanine_Pos,1560987,595771,1,2.6201124257474766,NA,NA,NA
210322_Blk_Blank3_A,Alanine_Pos,768230,916219,-0.1,0.8384785733541872,SNFlag,NA,NA
210322_Blk_Blank3_B,Alanine_Pos,738899,649177,-0.3,1.1382088398079415,NA,NA,NA
210322_Blk_Blank3_C,Alanine_Pos,1120212,950512,-0.6,1.1785353577861195,NA,NA,NA
210322_Blk_Blank4_A,Alanine_Pos,788392,973583,-0.1,0.8097840656626092,SNFlag,NA,NA
210322_Blk_Blank4_B,Alanine_Pos,1766616,828944,-0.2,2.1311644694937173,NA,NA,NA
210322_Blk_Blank4_C,Alanine_Pos,2632900,713262,-0.2,3.6913504434555606,NA,NA,NA
210322_Blk_Blank5_A,Alanine_Pos,1000172,773995,-1.1,1.2922202339808397,NA,NA,NA
210322_Blk_Blank5_B,Alanine_Pos,1345724,817318,-0.3,1.6465121286940947,NA,NA,NA
210322_Blk_Blank5_C,Alanine_Pos,635802,637320,0.2,0.9976181510073433,SNFlag,NA,NA
210322_Smp_Aloha_A,Alanine_Pos,6661625,1135905,0,5.864596951329557,NA,NA,NA
210322_Smp_Aloha_B,Alanine_Pos,7622351,1096811,0.2,6.949557398676709,NA,NA,NA
210322_Smp_Aloha_C,Alanine_Pos,5201822,976571,0.6,5.326619365105046,NA,NA,NA
210322_Smp_LW_A,Alanine_Pos,3278618,1117067,-0.1,2.9350235930342583,NA,NA,NA
210322_Smp_LW_B,Alanine_Pos,4587132,1263614,0.1,3.6301687065828645,NA,NA,NA
210322_Smp_LW_C,Alanine_Pos,3867082,787216,0.9,4.912351883091807,NA,NA,NA
210322_Smp_NP_A,Alanine_Pos,996464,808586,-0.1,1.2323537632360688,NA,NA,NA
210322_Smp_NP_B,Alanine_Pos,1388259,855103,0.1,1.6234991574114463,NA,NA,NA
210322_Smp_NP_C,Alanine_Pos,1114945,811977,0.2,1.3731238692721592,NA,NA,NA
210322_Smp_PS_A,Alanine_Pos,2996167,1108081,1,2.703924171608393,NA,NA,NA
210322_Smp_PS_B,Alanine_Pos,2643994,997602,0.3,2.650349538192586,NA,NA,NA
210322_Smp_PS_C,Alanine_Pos,3450498,800587,-0.1,4.3099600668009845,NA,NA,NA
210322_Blk_Blank1_A,Aminobutyric Acid_Pos,825317,5201877,-0.6,0.15865753842314995,SNFlag,NA,NA
210322_Blk_Blank1_B,Aminobutyric Acid_Pos,1161658,4484160,-0.4,0.25905810675801044,SNFlag,NA,NA
210322_Blk_Blank1_C,Aminobutyric Acid_Pos,625463,3930078,-0.8,0.15914773192796683,SNFlag,NA,NA
210322_Blk_Blank2_A,Aminobutyric Acid_Pos,1782787,9642065,-0.3,0.18489680374484097,SNFlag,NA,NA
210322_Blk_Blank2_B,Aminobutyric Acid_Pos,2491530,10066432,-0.5,0.2475087498728447,SNFlag,NA,NA
210322_Blk_Blank2_C,Aminobutyric Acid_Pos,2547883,9742302,-0.5,0.2615278196056743,SNFlag,NA,NA
210322_Blk_Blank3_A,Aminobutyric Acid_Pos,622862,6833396,-1.6,0.09114970067591575,SNFlag,NA,NA
210322_Blk_Blank3_B,Aminobutyric Acid_Pos,392297,6838042,-1.5,0.05736978509345219,SNFlag,NA,NA
210322_Blk_Blank3_C,Aminobutyric Acid_Pos,746985,7426980,-1.6,0.10057721981209052,SNFlag,NA,NA
210322_Blk_Blank4_A,Aminobutyric Acid_Pos,4231729,12351841,-1.2,0.3425990506192559,SNFlag,NA,NA
210322_Blk_Blank4_B,Aminobutyric Acid_Pos,3496571,11145527,-1.3,0.31371966529711875,SNFlag,NA,NA
210322_Blk_Blank4_C,Aminobutyric Acid_Pos,1766880,8370118,-1.6,0.21109379819973864,SNFlag,NA,NA
210322_Blk_Blank5_A,Aminobutyric Acid_Pos,299527,4791766,-2.1,0.06250868677644109,SNFlag,NA,NA
210322_Blk_Blank5_B,Aminobutyric Acid_Pos,473568,7594816,-1.5,0.06235411101467106,SNFlag,NA,NA
210322_Blk_Blank5_C,Aminobutyric Acid_Pos,534139,3554437,-0.9,0.15027386896996628,SNFlag,NA,NA
210322_Smp_Aloha_A,Aminobutyric Acid_Pos,2820989,7296067,-1.2,0.3866451610162023,SNFlag,NA,NA
210322_Smp_Aloha_B,Aminobutyric Acid_Pos,2501809,8880241,-0.9,0.2817276017621594,SNFlag,NA,NA
210322_Smp_Aloha_C,Aminobutyric Acid_Pos,1580003,5687241,-0.5,0.2778153765595655,SNFlag,NA,NA
210322_Smp_LW_A,Aminobutyric Acid_Pos,1617879,9360978,-1.1,0.1728322617572651,SNFlag,NA,NA
210322_Smp_LW_B,Aminobutyric Acid_Pos,2480565,9301682,-1.1,0.266679187699601,SNFlag,NA,NA
210322_Smp_LW_C,Aminobutyric Acid_Pos,1698478,8595750,-0.5,0.1975950905970974,SNFlag,NA,NA
210322_Smp_NP_A,Aminobutyric Acid_Pos,448061,6401772,-1.5,0.06999015272646386,SNFlag,NA,NA
210322_Smp_NP_B,Aminobutyric Acid_Pos,1580506,7874643,-1.6,0.2007082733782344,SNFlag,NA,NA
210322_Smp_NP_C,Aminobutyric Acid_Pos,2364413,7515171,-1.1,0.3146186560492103,SNFlag,NA,NA
210322_Smp_PS_A,Aminobutyric Acid_Pos,3532757,9852398,-0.3,0.3585682389201086,SNFlag,NA,NA
210322_Smp_PS_B,Aminobutyric Acid_Pos,1241891,6698211,-0.9,0.18540637194020912,SNFlag,NA,NA
210322_Smp_PS_C,Aminobutyric Acid_Pos,1363832,7274024,-1.3,0.1874934699143143,SNFlag,NA,NA
210322_Blk_Blank1_A,Arginine_Pos,1670358,0,-1.7,Inf,NA,NA,NA
210322_Blk_Blank1_B,Arginine_Pos,1455404,188685,-1.9,7.713405941118796,NA,NA,NA
210322_Blk_Blank1_C,Arginine_Pos,1619413,0,-2.6,Inf,NA,NA,NA
210322_Blk_Blank2_A,Arginine_Pos,1273874,0,-1.4,Inf,NA,NA,NA
210322_Blk_Blank2_B,Arginine_Pos,1566251,0,-1.6,Inf,NA,NA,NA
210322_Blk_Blank2_C,Arginine_Pos,819244,155644,-1.9,5.263575852586672,NA,NA,NA
210322_Blk_Blank3_A,Arginine_Pos,857751,61947,-2.3,13.846530098309845,NA,NA,NA
210322_Blk_Blank3_B,Arginine_Pos,780568,230819,-2.7,3.381732006463939,NA,NA,NA
210322_Blk_Blank3_C,Arginine_Pos,1070585,0,-3,Inf,NA,NA,NA
210322_Blk_Blank4_A,Arginine_Pos,407991,455740,-2.7,0.8952275420195726,SNFlag,NA,NA
210322_Blk_Blank4_B,Arginine_Pos,1118629,0,-2.5,Inf,NA,NA,NA
210322_Blk_Blank4_C,Arginine_Pos,1003391,0,-2.1,Inf,NA,NA,NA
210322_Blk_Blank5_A,Arginine_Pos,675248,367397,-3.3,1.837924642825064,NA,NA,NA
210322_Blk_Blank5_B,Arginine_Pos,1093647,0,-3,Inf,NA,NA,NA
210322_Blk_Blank5_C,Arginine_Pos,902359,0,-2.7,Inf,NA,NA,NA
210322_Smp_Aloha_A,Arginine_Pos,1191979,0,-1.8,Inf,NA,NA,NA
210322_Smp_Aloha_B,Arginine_Pos,1163881,0,-1.6,Inf,NA,NA,NA
210322_Smp_Aloha_C,Arginine_Pos,1377136,0,-1.5,Inf,NA,NA,NA
210322_Smp_LW_A,Arginine_Pos,592366,306257,-2.5,1.9342121159679615,NA,NA,NA
210322_Smp_LW_B,Arginine_Pos,1344482,0,-2.1,Inf,NA,NA,NA
210322_Smp_LW_C,Arginine_Pos,1101238,0,-1.9,Inf,NA,NA,NA
210322_Smp_NP_A,Arginine_Pos,923591,0,-3.2,Inf,NA,NA,NA
210322_Smp_NP_B,Arginine_Pos,795745,237000,-2.3,3.357573839662447,NA,NA,NA
210322_Smp_NP_C,Arginine_Pos,1068736,0,-2.3,Inf,NA,NA,NA
210322_Smp_PS_A,Arginine_Pos,1623166,0,-1.9,Inf,NA,NA,NA
210322_Smp_PS_B,Arginine_Pos,1202671,0,-2,Inf,NA,NA,NA
210322_Smp_PS_C,Arginine_Pos,1342282,157709,-2.7,8.511131260739717,NA,NA,NA
210322_Blk_Blank1_A,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank1_B,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank1_C,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank2_A,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank2_B,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank2_C,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank3_A,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank3_B,Argininosuccinic Acid_Pos,3616,0,10.8,Inf,NA,ppmFlag,areaminFlag
210322_Blk_Blank3_C,Argininosuccinic Acid_Pos,3837,0,7,Inf,NA,ppmFlag,areaminFlag
210322_Blk_Blank4_A,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank4_B,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank4_C,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank5_A,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank5_B,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank5_C,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_Aloha_A,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_Aloha_B,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_Aloha_C,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_LW_A,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_LW_B,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_LW_C,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_NP_A,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_NP_B,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_NP_C,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_PS_A,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_PS_B,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Smp_PS_C,Argininosuccinic Acid_Pos,0,0,NA,NA,NA,NA,areaminFlag
210322_Blk_Blank1_A,Asparagine_Pos,365073,79693,-2.2,4.580992057018809,NA,NA,NA
210322_Blk_Blank1_B,Asparagine_Pos,89926,297347,-2.7,0.3024278032063549,SNFlag,NA,NA
210322_Blk_Blank1_C,Asparagine_Pos,117074,375522,-2.5,0.31176335873797006,SNFlag,NA,NA
210322_Blk_Blank2_A,Asparagine_Pos,95987,268861,-1.9,0.3570134753645936,SNFlag,NA,NA
210322_Blk_Blank2_B,Asparagine_Pos,427088,64604,-2.2,6.610860008668194,NA,NA,NA
210322_Blk_Blank2_C,Asparagine_Pos,455330,0,-2,Inf,NA,NA,NA
210322_Blk_Blank3_A,Asparagine_Pos,91480,211919,-3.3,0.43167436614933063,SNFlag,NA,NA
210322_Blk_Blank3_B,Asparagine_Pos,125970,289060,-3.5,0.43579187711893724,SNFlag,NA,NA
210322_Blk_Blank3_C,Asparagine_Pos,41673,347078,-3.8,0.12006811149078882,SNFlag,NA,NA
210322_Blk_Blank4_A,Asparagine_Pos,362020,84193,-3.3,4.299882413027211,NA,NA,NA
210322_Blk_Blank4_B,Asparagine_Pos,317338,377570,-3.5,0.8404746139788648,SNFlag,NA,NA
210322_Blk_Blank4_C,Asparagine_Pos,553847,74136,-3.4,7.470689003992662,NA,NA,NA
210322_Blk_Blank5_A,Asparagine_Pos,193342,175582,-4,1.1011493205453862,NA,NA,NA
210322_Blk_Blank5_B,Asparagine_Pos,160407,318647,-3.4,0.5034003144545531,SNFlag,NA,NA
210322_Blk_Blank5_C,Asparagine_Pos,78913,252756,-3,0.3122101948123882,SNFlag,NA,NA
210322_Smp_Aloha_A,Asparagine_Pos,1534536,485444,-3.2,3.1610978815270143,NA,NA,NA
210322_Smp_Aloha_B,Asparagine_Pos,1298875,525719,-2.9,2.4706639858936046,NA,NA,NA
210322_Smp_Aloha_C,Asparagine_Pos,1567162,162085,-2.5,9.668766388006294,NA,NA,NA
210322_Smp_LW_A,Asparagine_Pos,671059,146404,-3.3,4.583611103521761,NA,NA,NA
