Rep,Compound,Area
210322_Smp_C_1mL_SBe_B,"Isethionic Acid, 13C2",NA
210322_Smp_C_1mL_SBe_C,"Isethionic Acid, 13C2",NA
210322_Blk_PPL_Blank_A,"Isethionic Acid, 13C2",NA
210322_Blk_PPL_Blank_B,"Isethionic Acid, 13C2",NA
210322_Blk_PPL_Blank_C,"Isethionic Acid, 13C2",NA
210322_Smp_PPL_Aloha_A,"Isethionic Acid, 13C2",NA
210322_Smp_PPL_Aloha_B,"Isethionic Acid, 13C2",NA
210322_Smp_PPL_Aloha_C,"Isethionic Acid, 13C2",NA
210322_Smp_PPL_PS_A,"Isethionic Acid, 13C2",NA
210322_Smp_PPL_PS_B,"Isethionic Acid, 13C2",NA
210322_Smp_PPL_PS_C,"Isethionic Acid, 13C2",NA
210322_Blk_Blank6_A,"L-Cysteic Acid, D3",7490177
210322_Blk_Blank6_B,"L-Cysteic Acid, D3",6496576
210322_Blk_Blank6_C,"L-Cysteic Acid, D3",6579628
210322_Blk_Blank7_A,"L-Cysteic Acid, D3",6846211
210322_Blk_Blank7_B,"L-Cysteic Acid, D3",7469124
210322_Blk_Blank7_C,"L-Cysteic Acid, D3",7165775
210322_Smp_C_1mL_NS_A,"L-Cysteic Acid, D3",5867744
210322_Smp_C_1mL_NS_B,"L-Cysteic Acid, D3",6283781
210322_Smp_C_1mL_NS_C,"L-Cysteic Acid, D3",6307120
210322_Smp_C_1mL_SAf_A,"L-Cysteic Acid, D3",8534323
210322_Smp_C_1mL_SAf_B,"L-Cysteic Acid, D3",7754015
210322_Smp_C_1mL_SAf_C,"L-Cysteic Acid, D3",7629672
210322_Smp_C_1mL_SBe_A,"L-Cysteic Acid, D3",6988632
210322_Smp_C_1mL_SBe_B,"L-Cysteic Acid, D3",5442984
210322_Smp_C_1mL_SBe_C,"L-Cysteic Acid, D3",7063675
210322_Blk_PPL_Blank_A,"L-Cysteic Acid, D3",2492053
210322_Blk_PPL_Blank_B,"L-Cysteic Acid, D3",3905630
210322_Blk_PPL_Blank_C,"L-Cysteic Acid, D3",7403697
210322_Smp_PPL_Aloha_A,"L-Cysteic Acid, D3",7610338
210322_Smp_PPL_Aloha_B,"L-Cysteic Acid, D3",6593339
210322_Smp_PPL_Aloha_C,"L-Cysteic Acid, D3",7414315
210322_Smp_PPL_PS_A,"L-Cysteic Acid, D3",7335277
210322_Smp_PPL_PS_B,"L-Cysteic Acid, D3",7414561
210322_Smp_PPL_PS_C,"L-Cysteic Acid, D3",7241452
210322_Blk_Blank6_A,"Sucrose, 13C",43554212
210322_Blk_Blank6_B,"Sucrose, 13C",38954216
210322_Blk_Blank6_C,"Sucrose, 13C",39700236
210322_Blk_Blank7_A,"Sucrose, 13C",42484336
210322_Blk_Blank7_B,"Sucrose, 13C",44555836
210322_Blk_Blank7_C,"Sucrose, 13C",43490300
210322_Smp_C_1mL_NS_A,"Sucrose, 13C",34986144
210322_Smp_C_1mL_NS_B,"Sucrose, 13C",38702788
210322_Smp_C_1mL_NS_C,"Sucrose, 13C",38209268
210322_Smp_C_1mL_SAf_A,"Sucrose, 13C",45918556
210322_Smp_C_1mL_SAf_B,"Sucrose, 13C",41928404
210322_Smp_C_1mL_SAf_C,"Sucrose, 13C",40840464
210322_Smp_C_1mL_SBe_A,"Sucrose, 13C",40965828
210322_Smp_C_1mL_SBe_B,"Sucrose, 13C",33780640
210322_Smp_C_1mL_SBe_C,"Sucrose, 13C",45041248
210322_Blk_PPL_Blank_A,"Sucrose, 13C",37573048
210322_Blk_PPL_Blank_B,"Sucrose, 13C",39476996
210322_Blk_PPL_Blank_C,"Sucrose, 13C",41742244
210322_Smp_PPL_Aloha_A,"Sucrose, 13C",44055484
210322_Smp_PPL_Aloha_B,"Sucrose, 13C",46221380
210322_Smp_PPL_Aloha_C,"Sucrose, 13C",43006072
210322_Smp_PPL_PS_A,"Sucrose, 13C",44339068
210322_Smp_PPL_PS_B,"Sucrose, 13C",40961836
210322_Smp_PPL_PS_C,"Sucrose, 13C",43862968
210322_Blk_Blank6_A,"Taurine, D4",22584718
210322_Blk_Blank6_B,"Taurine, D4",21193354
210322_Blk_Blank6_C,"Taurine, D4",20627088
210322_Blk_Blank7_A,"Taurine, D4",19844342
210322_Blk_Blank7_B,"Taurine, D4",21256988
210322_Blk_Blank7_C,"Taurine, D4",19598986
210322_Smp_C_1mL_NS_A,"Taurine, D4",18522970
210322_Smp_C_1mL_NS_B,"Taurine, D4",19784340
210322_Smp_C_1mL_NS_C,"Taurine, D4",19023682
210322_Smp_C_1mL_SAf_A,"Taurine, D4",20514252
210322_Smp_C_1mL_SAf_B,"Taurine, D4",19066062
210322_Smp_C_1mL_SAf_C,"Taurine, D4",19191742
210322_Smp_C_1mL_SBe_A,"Taurine, D4",17598512
210322_Smp_C_1mL_SBe_B,"Taurine, D4",16557359
210322_Smp_C_1mL_SBe_C,"Taurine, D4",20478032
210322_Blk_PPL_Blank_A,"Taurine, D4",18147144
210322_Blk_PPL_Blank_B,"Taurine, D4",21153230
210322_Blk_PPL_Blank_C,"Taurine, D4",24449220
210322_Smp_PPL_Aloha_A,"Taurine, D4",17098446
210322_Smp_PPL_Aloha_B,"Taurine, D4",20064960
210322_Smp_PPL_Aloha_C,"Taurine, D4",17445094
210322_Smp_PPL_PS_A,"Taurine, D4",20134192
210322_Smp_PPL_PS_B,"Taurine, D4",20131290
210322_Smp_PPL_PS_C,"Taurine, D4",15789275
210322_Blk_Blank6_A,"Trehalose, 13C",43554212
210322_Blk_Blank6_B,"Trehalose, 13C",38954216
210322_Blk_Blank6_C,"Trehalose, 13C",39700236
210322_Blk_Blank7_A,"Trehalose, 13C",42484336
210322_Blk_Blank7_B,"Trehalose, 13C",44555836
210322_Blk_Blank7_C,"Trehalose, 13C",43490300
210322_Smp_C_1mL_NS_A,"Trehalose, 13C",34986144
210322_Smp_C_1mL_NS_B,"Trehalose, 13C",38702788
210322_Smp_C_1mL_NS_C,"Trehalose, 13C",38209268
210322_Smp_C_1mL_SAf_A,"Trehalose, 13C",45918556
210322_Smp_C_1mL_SAf_B,"Trehalose, 13C",41928404
210322_Smp_C_1mL_SAf_C,"Trehalose, 13C",40840464
210322_Smp_C_1mL_SBe_A,"Trehalose, 13C",40965828
210322_Smp_C_1mL_SBe_B,"Trehalose, 13C",33780640
210322_Smp_C_1mL_SBe_C,"Trehalose, 13C",45041248
210322_Blk_PPL_Blank_A,"Trehalose, 13C",37573048
210322_Blk_PPL_Blank_B,"Trehalose, 13C",39476996
210322_Blk_PPL_Blank_C,"Trehalose, 13C",41742244
210322_Smp_PPL_Aloha_A,"Trehalose, 13C",44055484
210322_Smp_PPL_Aloha_B,"Trehalose, 13C",46221380
210322_Smp_PPL_Aloha_C,"Trehalose, 13C",43006072
210322_Smp_PPL_PS_A,"Trehalose, 13C",44339068
210322_Smp_PPL_PS_B,"Trehalose, 13C",40961836
210322_Smp_PPL_PS_C,"Trehalose, 13C",43862968
210322_Blk_Blank6_A,"Succinic Acid, D4",78171600
210322_Blk_Blank6_B,"Succinic Acid, D4",69316624
210322_Blk_Blank6_C,"Succinic Acid, D4",72511416
210322_Blk_Blank7_A,"Succinic Acid, D4",74497368
210322_Blk_Blank7_B,"Succinic Acid, D4",77407416
210322_Blk_Blank7_C,"Succinic Acid, D4",74417352
210322_Smp_C_1mL_NS_A,"Succinic Acid, D4",62963088
210322_Smp_C_1mL_NS_B,"Succinic Acid, D4",64819112
210322_Smp_C_1mL_NS_C,"Succinic Acid, D4",60411828
210322_Smp_C_1mL_SAf_A,"Succinic Acid, D4",74675896
210322_Smp_C_1mL_SAf_B,"Succinic Acid, D4",66407296
210322_Smp_C_1mL_SAf_C,"Succinic Acid, D4",67555360
210322_Smp_C_1mL_SBe_A,"Succinic Acid, D4",73591864
210322_Smp_C_1mL_SBe_B,"Succinic Acid, D4",59237064
210322_Smp_C_1mL_SBe_C,"Succinic Acid, D4",75483160
210322_Blk_PPL_Blank_A,"Succinic Acid, D4",40974068
210322_Blk_PPL_Blank_B,"Succinic Acid, D4",48302772
210322_Blk_PPL_Blank_C,"Succinic Acid, D4",78129344
210322_Smp_PPL_Aloha_A,"Succinic Acid, D4",74893824
210322_Smp_PPL_Aloha_B,"Succinic Acid, D4",51822160
210322_Smp_PPL_Aloha_C,"Succinic Acid, D4",75251488
210322_Smp_PPL_PS_A,"Succinic Acid, D4",73256904
210322_Smp_PPL_PS_B,"Succinic Acid, D4",72370864
210322_Smp_PPL_PS_C,"Succinic Acid, D4",71798960
210322_Blk_Blank6_A,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank6_B,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank6_C,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank7_A,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank7_B,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank7_C,"Sulfoacetic Acid, 13C2",NA
210322_Smp_C_1mL_NS_A,"Sulfoacetic Acid, 13C2",NA
210322_Smp_C_1mL_NS_B,"Sulfoacetic Acid, 13C2",NA
210322_Smp_C_1mL_NS_C,"Sulfoacetic Acid, 13C2",NA
210322_Smp_C_1mL_SAf_A,"Sulfoacetic Acid, 13C2",NA
210322_Smp_C_1mL_SAf_B,"Sulfoacetic Acid, 13C2",NA
210322_Smp_C_1mL_SAf_C,"Sulfoacetic Acid, 13C2",NA
210322_Smp_C_1mL_SBe_A,"Sulfoacetic Acid, 13C2",NA
210322_Smp_C_1mL_SBe_B,"Sulfoacetic Acid, 13C2",NA
210322_Smp_C_1mL_SBe_C,"Sulfoacetic Acid, 13C2",NA
210322_Blk_PPL_Blank_A,"Sulfoacetic Acid, 13C2",NA
210322_Blk_PPL_Blank_B,"Sulfoacetic Acid, 13C2",NA
210322_Blk_PPL_Blank_C,"Sulfoacetic Acid, 13C2",NA
210322_Smp_PPL_Aloha_A,"Sulfoacetic Acid, 13C2",NA
210322_Smp_PPL_Aloha_B,"Sulfoacetic Acid, 13C2",NA
210322_Smp_PPL_Aloha_C,"Sulfoacetic Acid, 13C2",NA
210322_Smp_PPL_PS_A,"Sulfoacetic Acid, 13C2",NA
210322_Smp_PPL_PS_B,"Sulfoacetic Acid, 13C2",NA
210322_Smp_PPL_PS_C,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank6_A,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank6_B,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank6_C,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank7_A,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank7_B,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank7_C,"Sulfolactic Acid, 13C3",14414
210322_Smp_C_1mL_NS_A,"Sulfolactic Acid, 13C3",NA
210322_Smp_C_1mL_NS_B,"Sulfolactic Acid, 13C3",NA
210322_Smp_C_1mL_NS_C,"Sulfolactic Acid, 13C3",NA
210322_Smp_C_1mL_SAf_A,"Sulfolactic Acid, 13C3",NA
210322_Smp_C_1mL_SAf_B,"Sulfolactic Acid, 13C3",NA
210322_Smp_C_1mL_SAf_C,"Sulfolactic Acid, 13C3",NA
210322_Smp_C_1mL_SBe_A,"Sulfolactic Acid, 13C3",NA
210322_Smp_C_1mL_SBe_B,"Sulfolactic Acid, 13C3",NA
210322_Smp_C_1mL_SBe_C,"Sulfolactic Acid, 13C3",NA
210322_Blk_PPL_Blank_A,"Sulfolactic Acid, 13C3",NA
210322_Blk_PPL_Blank_B,"Sulfolactic Acid, 13C3",NA
210322_Blk_PPL_Blank_C,"Sulfolactic Acid, 13C3",NA
210322_Smp_PPL_Aloha_A,"Sulfolactic Acid, 13C3",NA
210322_Smp_PPL_Aloha_B,"Sulfolactic Acid, 13C3",NA
210322_Smp_PPL_Aloha_C,"Sulfolactic Acid, 13C3",NA
210322_Smp_PPL_PS_A,"Sulfolactic Acid, 13C3",NA
210322_Smp_PPL_PS_B,"Sulfolactic Acid, 13C3",NA
210322_Smp_PPL_PS_C,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank6_A,"Thymine, D4",106192904
210322_Blk_Blank6_B,"Thymine, D4",89780552
210322_Blk_Blank6_C,"Thymine, D4",95181320
210322_Blk_Blank7_A,"Thymine, D4",99238544
210322_Blk_Blank7_B,"Thymine, D4",100835096
210322_Blk_Blank7_C,"Thymine, D4",100337664
210322_Smp_C_1mL_NS_A,"Thymine, D4",82102352
210322_Smp_C_1mL_NS_B,"Thymine, D4",90161752
210322_Smp_C_1mL_NS_C,"Thymine, D4",89566048
210322_Smp_C_1mL_SAf_A,"Thymine, D4",107770968
210322_Smp_C_1mL_SAf_B,"Thymine, D4",97582136
210322_Smp_C_1mL_SAf_C,"Thymine, D4",98634784
210322_Smp_C_1mL_SBe_A,"Thymine, D4",95351240
210322_Smp_C_1mL_SBe_B,"Thymine, D4",77132680
210322_Smp_C_1mL_SBe_C,"Thymine, D4",97800376
210322_Blk_PPL_Blank_A,"Thymine, D4",93008928
210322_Blk_PPL_Blank_B,"Thymine, D4",96644888
210322_Blk_PPL_Blank_C,"Thymine, D4",104917952
210322_Smp_PPL_Aloha_A,"Thymine, D4",97657968
210322_Smp_PPL_Aloha_B,"Thymine, D4",98496064
210322_Smp_PPL_Aloha_C,"Thymine, D4",95142040
210322_Smp_PPL_PS_A,"Thymine, D4",98356384
210322_Smp_PPL_PS_B,"Thymine, D4",98039640
210322_Smp_PPL_PS_C,"Thymine, D4",100836680
210322_Blk_Blank6_A,"Uracil, 15N2-D2",713866
210322_Blk_Blank6_B,"Uracil, 15N2-D2",2987941
210322_Blk_Blank6_C,"Uracil, 15N2-D2",149794
210322_Blk_Blank7_A,"Uracil, 15N2-D2",3215211
210322_Blk_Blank7_B,"Uracil, 15N2-D2",632710
210322_Blk_Blank7_C,"Uracil, 15N2-D2",110461
210322_Smp_C_1mL_NS_A,"Uracil, 15N2-D2",1495103
210322_Smp_C_1mL_NS_B,"Uracil, 15N2-D2",2918136
210322_Smp_C_1mL_NS_C,"Uracil, 15N2-D2",2380724
210322_Smp_C_1mL_SAf_A,"Uracil, 15N2-D2",725295
210322_Smp_C_1mL_SAf_B,"Uracil, 15N2-D2",12908975
210322_Smp_C_1mL_SAf_C,"Uracil, 15N2-D2",11931722
210322_Smp_C_1mL_SBe_A,"Uracil, 15N2-D2",394998
210322_Smp_C_1mL_SBe_B,"Uracil, 15N2-D2",919854
210322_Smp_C_1mL_SBe_C,"Uracil, 15N2-D2",2784638
210322_Blk_PPL_Blank_A,"Uracil, 15N2-D2",5373481
210322_Blk_PPL_Blank_B,"Uracil, 15N2-D2",617962
210322_Blk_PPL_Blank_C,"Uracil, 15N2-D2",620080
210322_Smp_PPL_Aloha_A,"Uracil, 15N2-D2",4332970
210322_Smp_PPL_Aloha_B,"Uracil, 15N2-D2",4143977
210322_Smp_PPL_Aloha_C,"Uracil, 15N2-D2",21499982
210322_Smp_PPL_PS_A,"Uracil, 15N2-D2",12991750
210322_Smp_PPL_PS_B,"Uracil, 15N2-D2",2491367
210322_Smp_PPL_PS_C,"Uracil, 15N2-D2",13800724
210322_Poo_TruePoo_Full1,"Acetyl CoA, 13C2",NA
210322_Poo_TruePoo_Full2,"Acetyl CoA, 13C2",NA
210322_Poo_TruePoo_Full3,"Acetyl CoA, 13C2",NA
210322_Poo_TruePoo_Half1,"Acetyl CoA, 13C2",NA
210322_Poo_TruePoo_Half2,"Acetyl CoA, 13C2",NA
210322_Poo_TruePoo_Half3,"Acetyl CoA, 13C2",NA
210322_Std_4uMStdsMix1InH2O_1,"Acetyl CoA, 13C2",4805769
210322_Std_4uMStdsMix1InH2O_2,"Acetyl CoA, 13C2",3709534
210322_Std_4uMStdsMix1InMatrix_1,"Acetyl CoA, 13C2",4454373
210322_Std_4uMStdsMix1InMatrix_2,"Acetyl CoA, 13C2",3449274
210322_Std_4uMStdsMix2InH2O_1,"Acetyl CoA, 13C2",NA
210322_Std_4uMStdsMix2InH2O_2,"Acetyl CoA, 13C2",NA
210322_Std_4uMStdsMix2InMatrix_1,"Acetyl CoA, 13C2",NA
210322_Std_4uMStdsMix2InMatrix_2,"Acetyl CoA, 13C2",NA
210322_Std_H2OInMatrix_1,"Acetyl CoA, 13C2",NA
210322_Std_H2OInMatrix_2,"Acetyl CoA, 13C2",NA
210322_Poo_TruePoo_Full1,"Adenosine Monophosphate, 15N5",29926674
210322_Poo_TruePoo_Full2,"Adenosine Monophosphate, 15N5",29070752
210322_Poo_TruePoo_Full3,"Adenosine Monophosphate, 15N5",35550492
210322_Poo_TruePoo_Half1,"Adenosine Monophosphate, 15N5",14562296
210322_Poo_TruePoo_Half2,"Adenosine Monophosphate, 15N5",15070130
210322_Poo_TruePoo_Half3,"Adenosine Monophosphate, 15N5",17210880
210322_Std_4uMStdsMix1InH2O_1,"Adenosine Monophosphate, 15N5",15710
210322_Std_4uMStdsMix1InH2O_2,"Adenosine Monophosphate, 15N5",16082
210322_Std_4uMStdsMix1InMatrix_1,"Adenosine Monophosphate, 15N5",19024334
210322_Std_4uMStdsMix1InMatrix_2,"Adenosine Monophosphate, 15N5",22858306
210322_Std_4uMStdsMix2InH2O_1,"Adenosine Monophosphate, 15N5",NA
210322_Std_4uMStdsMix2InH2O_2,"Adenosine Monophosphate, 15N5",15652
210322_Std_4uMStdsMix2InMatrix_1,"Adenosine Monophosphate, 15N5",20786838
210322_Std_4uMStdsMix2InMatrix_2,"Adenosine Monophosphate, 15N5",23272986
210322_Std_H2OInMatrix_1,"Adenosine Monophosphate, 15N5",19072814
210322_Std_H2OInMatrix_2,"Adenosine Monophosphate, 15N5",20774038
210322_Poo_TruePoo_Full1,"Guanosine Monophosphate, 15N5",NA
210322_Poo_TruePoo_Full2,"Guanosine Monophosphate, 15N5",NA
210322_Poo_TruePoo_Full3,"Guanosine Monophosphate, 15N5",NA
210322_Poo_TruePoo_Half1,"Guanosine Monophosphate, 15N5",NA
210322_Poo_TruePoo_Half2,"Guanosine Monophosphate, 15N5",NA
210322_Poo_TruePoo_Half3,"Guanosine Monophosphate, 15N5",NA
210322_Std_4uMStdsMix1InH2O_1,"Guanosine Monophosphate, 15N5",NA
210322_Std_4uMStdsMix1InH2O_2,"Guanosine Monophosphate, 15N5",NA
210322_Std_4uMStdsMix1InMatrix_1,"Guanosine Monophosphate, 15N5",NA
210322_Std_4uMStdsMix1InMatrix_2,"Guanosine Monophosphate, 15N5",NA
210322_Std_4uMStdsMix2InH2O_1,"Guanosine Monophosphate, 15N5",NA
210322_Std_4uMStdsMix2InH2O_2,"Guanosine Monophosphate, 15N5",NA
210322_Std_4uMStdsMix2InMatrix_1,"Guanosine Monophosphate, 15N5",NA
210322_Std_4uMStdsMix2InMatrix_2,"Guanosine Monophosphate, 15N5",NA
210322_Std_H2OInMatrix_1,"Guanosine Monophosphate, 15N5",NA
210322_Std_H2OInMatrix_2,"Guanosine Monophosphate, 15N5",NA
210322_Poo_TruePoo_Full1,"Isethionic Acid, 13C2",NA
210322_Poo_TruePoo_Full2,"Isethionic Acid, 13C2",NA
210322_Poo_TruePoo_Full3,"Isethionic Acid, 13C2",NA
210322_Poo_TruePoo_Half1,"Isethionic Acid, 13C2",NA
210322_Poo_TruePoo_Half2,"Isethionic Acid, 13C2",NA
210322_Poo_TruePoo_Half3,"Isethionic Acid, 13C2",NA
210322_Std_4uMStdsMix1InH2O_1,"Isethionic Acid, 13C2",NA
210322_Std_4uMStdsMix1InH2O_2,"Isethionic Acid, 13C2",NA
210322_Std_4uMStdsMix1InMatrix_1,"Isethionic Acid, 13C2",NA
210322_Std_4uMStdsMix1InMatrix_2,"Isethionic Acid, 13C2",NA
210322_Std_4uMStdsMix2InH2O_1,"Isethionic Acid, 13C2",NA
210322_Std_4uMStdsMix2InH2O_2,"Isethionic Acid, 13C2",NA
210322_Std_4uMStdsMix2InMatrix_1,"Isethionic Acid, 13C2",NA
210322_Std_4uMStdsMix2InMatrix_2,"Isethionic Acid, 13C2",NA
210322_Std_H2OInMatrix_1,"Isethionic Acid, 13C2",NA
210322_Std_H2OInMatrix_2,"Isethionic Acid, 13C2",NA
210322_Poo_TruePoo_Full1,"L-Cysteic Acid, D3",7300714
210322_Poo_TruePoo_Full2,"L-Cysteic Acid, D3",7372764
210322_Poo_TruePoo_Full3,"L-Cysteic Acid, D3",7015913
210322_Poo_TruePoo_Half1,"L-Cysteic Acid, D3",3392805
210322_Poo_TruePoo_Half2,"L-Cysteic Acid, D3",3429891
210322_Poo_TruePoo_Half3,"L-Cysteic Acid, D3",3559890
210322_Std_4uMStdsMix1InH2O_1,"L-Cysteic Acid, D3",NA
210322_Std_4uMStdsMix1InH2O_2,"L-Cysteic Acid, D3",NA
210322_Std_4uMStdsMix1InMatrix_1,"L-Cysteic Acid, D3",4232871
210322_Std_4uMStdsMix1InMatrix_2,"L-Cysteic Acid, D3",4177971
210322_Std_4uMStdsMix2InH2O_1,"L-Cysteic Acid, D3",NA
210322_Std_4uMStdsMix2InH2O_2,"L-Cysteic Acid, D3",NA
210322_Std_4uMStdsMix2InMatrix_1,"L-Cysteic Acid, D3",4954455
210322_Std_4uMStdsMix2InMatrix_2,"L-Cysteic Acid, D3",4710472
210322_Std_H2OInMatrix_1,"L-Cysteic Acid, D3",4106742
210322_Std_H2OInMatrix_2,"L-Cysteic Acid, D3",3914553
210322_Poo_TruePoo_Full1,"Sucrose, 13C",40271648
210322_Poo_TruePoo_Full2,"Sucrose, 13C",42995000
210322_Poo_TruePoo_Full3,"Sucrose, 13C",43393316
210322_Poo_TruePoo_Half1,"Sucrose, 13C",20555962
210322_Poo_TruePoo_Half2,"Sucrose, 13C",20771700
210322_Poo_TruePoo_Half3,"Sucrose, 13C",21716824
210322_Std_4uMStdsMix1InH2O_1,"Sucrose, 13C",NA
210322_Std_4uMStdsMix1InH2O_2,"Sucrose, 13C",NA
210322_Std_4uMStdsMix1InMatrix_1,"Sucrose, 13C",22177162
210322_Std_4uMStdsMix1InMatrix_2,"Sucrose, 13C",23843786
210322_Std_4uMStdsMix2InH2O_1,"Sucrose, 13C",NA
210322_Std_4uMStdsMix2InH2O_2,"Sucrose, 13C",NA
210322_Std_4uMStdsMix2InMatrix_1,"Sucrose, 13C",24732134
210322_Std_4uMStdsMix2InMatrix_2,"Sucrose, 13C",24740234
210322_Std_H2OInMatrix_1,"Sucrose, 13C",23534980
210322_Std_H2OInMatrix_2,"Sucrose, 13C",24390352
210322_Poo_TruePoo_Full1,"Taurine, D4",18940000
210322_Poo_TruePoo_Full2,"Taurine, D4",20005132
210322_Poo_TruePoo_Full3,"Taurine, D4",21060362
210322_Poo_TruePoo_Half1,"Taurine, D4",10370029
210322_Poo_TruePoo_Half2,"Taurine, D4",10600818
210322_Poo_TruePoo_Half3,"Taurine, D4",10773347
210322_Std_4uMStdsMix1InH2O_1,"Taurine, D4",14046
210322_Std_4uMStdsMix1InH2O_2,"Taurine, D4",NA
210322_Std_4uMStdsMix1InMatrix_1,"Taurine, D4",8793213
210322_Std_4uMStdsMix1InMatrix_2,"Taurine, D4",11053563
210322_Std_4uMStdsMix2InH2O_1,"Taurine, D4",NA
210322_Std_4uMStdsMix2InH2O_2,"Taurine, D4",NA
210322_Std_4uMStdsMix2InMatrix_1,"Taurine, D4",9536366
210322_Std_4uMStdsMix2InMatrix_2,"Taurine, D4",11813452
210322_Std_H2OInMatrix_1,"Taurine, D4",10354513
210322_Std_H2OInMatrix_2,"Taurine, D4",12185743
210322_Poo_TruePoo_Full1,"Trehalose, 13C",40271648
210322_Poo_TruePoo_Full2,"Trehalose, 13C",42995000
210322_Poo_TruePoo_Full3,"Trehalose, 13C",43393316
210322_Poo_TruePoo_Half1,"Trehalose, 13C",20555962
210322_Poo_TruePoo_Half2,"Trehalose, 13C",20771700
210322_Poo_TruePoo_Half3,"Trehalose, 13C",21716824
210322_Std_4uMStdsMix1InH2O_1,"Trehalose, 13C",NA
210322_Std_4uMStdsMix1InH2O_2,"Trehalose, 13C",NA
210322_Std_4uMStdsMix1InMatrix_1,"Trehalose, 13C",22177162
210322_Std_4uMStdsMix1InMatrix_2,"Trehalose, 13C",23843786
210322_Std_4uMStdsMix2InH2O_1,"Trehalose, 13C",NA
210322_Std_4uMStdsMix2InH2O_2,"Trehalose, 13C",NA
210322_Std_4uMStdsMix2InMatrix_1,"Trehalose, 13C",24732134
210322_Std_4uMStdsMix2InMatrix_2,"Trehalose, 13C",24740234
210322_Std_H2OInMatrix_1,"Trehalose, 13C",23534980
210322_Std_H2OInMatrix_2,"Trehalose, 13C",24390352
210322_Poo_TruePoo_Full1,"Succinic Acid, D4",76782216
210322_Poo_TruePoo_Full2,"Succinic Acid, D4",74026816
210322_Poo_TruePoo_Full3,"Succinic Acid, D4",72264480
210322_Poo_TruePoo_Half1,"Succinic Acid, D4",37734956
210322_Poo_TruePoo_Half2,"Succinic Acid, D4",37631160
210322_Poo_TruePoo_Half3,"Succinic Acid, D4",36672652
210322_Std_4uMStdsMix1InH2O_1,"Succinic Acid, D4",NA
210322_Std_4uMStdsMix1InH2O_2,"Succinic Acid, D4",28082
210322_Std_4uMStdsMix1InMatrix_1,"Succinic Acid, D4",43102220
210322_Std_4uMStdsMix1InMatrix_2,"Succinic Acid, D4",40963796
210322_Std_4uMStdsMix2InH2O_1,"Succinic Acid, D4",NA
210322_Std_4uMStdsMix2InH2O_2,"Succinic Acid, D4",14957
210322_Std_4uMStdsMix2InMatrix_1,"Succinic Acid, D4",40622688
210322_Std_4uMStdsMix2InMatrix_2,"Succinic Acid, D4",36479600
210322_Std_H2OInMatrix_1,"Succinic Acid, D4",42872624
210322_Std_H2OInMatrix_2,"Succinic Acid, D4",42542460
210322_Poo_TruePoo_Full1,"Sulfoacetic Acid, 13C2",NA
210322_Poo_TruePoo_Full2,"Sulfoacetic Acid, 13C2",NA
210322_Poo_TruePoo_Full3,"Sulfoacetic Acid, 13C2",16046
210322_Poo_TruePoo_Half1,"Sulfoacetic Acid, 13C2",NA
210322_Poo_TruePoo_Half2,"Sulfoacetic Acid, 13C2",NA
210322_Poo_TruePoo_Half3,"Sulfoacetic Acid, 13C2",NA
210322_Std_4uMStdsMix1InH2O_1,"Sulfoacetic Acid, 13C2",NA
210322_Std_4uMStdsMix1InH2O_2,"Sulfoacetic Acid, 13C2",NA
210322_Std_4uMStdsMix1InMatrix_1,"Sulfoacetic Acid, 13C2",NA
210322_Std_4uMStdsMix1InMatrix_2,"Sulfoacetic Acid, 13C2",NA
210322_Std_4uMStdsMix2InH2O_1,"Sulfoacetic Acid, 13C2",18760
210322_Std_4uMStdsMix2InH2O_2,"Sulfoacetic Acid, 13C2",NA
210322_Std_4uMStdsMix2InMatrix_1,"Sulfoacetic Acid, 13C2",NA
210322_Std_4uMStdsMix2InMatrix_2,"Sulfoacetic Acid, 13C2",NA
210322_Std_H2OInMatrix_1,"Sulfoacetic Acid, 13C2",NA
210322_Std_H2OInMatrix_2,"Sulfoacetic Acid, 13C2",NA
210322_Poo_TruePoo_Full1,"Sulfolactic Acid, 13C3",NA
210322_Poo_TruePoo_Full2,"Sulfolactic Acid, 13C3",NA
210322_Poo_TruePoo_Full3,"Sulfolactic Acid, 13C3",NA
210322_Poo_TruePoo_Half1,"Sulfolactic Acid, 13C3",NA
210322_Poo_TruePoo_Half2,"Sulfolactic Acid, 13C3",NA
210322_Poo_TruePoo_Half3,"Sulfolactic Acid, 13C3",NA
210322_Std_4uMStdsMix1InH2O_1,"Sulfolactic Acid, 13C3",NA
210322_Std_4uMStdsMix1InH2O_2,"Sulfolactic Acid, 13C3",NA
210322_Std_4uMStdsMix1InMatrix_1,"Sulfolactic Acid, 13C3",NA
