MF,Fraction,mz,Retention_time,annotation,method,210329_Smp_PS_A,210329_Smp_PS_B,210329_Smp_PS_C,210329_Smp_PPL_Aloha_A,210329_Smp_PPL_Aloha_B,210329_Smp_PPL_Aloha_C,210329_Smp_PPL_PS_A,210329_Smp_PPL_PS_B,210329_Smp_PPL_PS_C,210329_Smp_Aloha_A,210329_Smp_Aloha_B,210329_Smp_Aloha_C,210322_Smp_PPL_PS_A,210322_Smp_PPL_PS_B,210322_Smp_PPL_PS_C,210322_Smp_Aloha_A,210322_Smp_Aloha_B,210322_Smp_Aloha_C,210322_Smp_PS_A,210322_Smp_PS_B,210322_Smp_PS_C,210322_Smp_PPL_Aloha_A,210322_Smp_PPL_Aloha_B,210322_Smp_PPL_Aloha_C
5100_RP,RP,235.90982,0.687,Unknown,PPL,NA,NA,NA,NA,NA,NA,322774.2562012903,931512.4950859732,215779.74231364648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5106_RP,RP,236.07146,0.676,Unknown,PPL,NA,NA,NA,64987340.71311106,74792270.81761356,133637415.711734,37394517.0071603,33869285.75241314,13477957.832305076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5108_RP,RP,236.07153,0.887,Unknown,PPL,NA,NA,NA,24849119.497958086,9910181.305784462,19681010.15663423,6160392.591039025,5831776.014558382,13074486.990812369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5110_RP,RP,236.07161,7.72,Unknown,PPL,NA,NA,NA,NA,NA,NA,1611081.0586578974,1622913.206252966,1716014.3469853378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5131_RP,RP,236.14949,0.943,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209926,665338,1616426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5131_RP,RP,236.14949,0.943,Unknown,PPL,NA,NA,NA,10093768,11167872,10975252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5147_RP,RP,236.22231,8.331,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,153028,50596,70042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5153_RP,RP,236.82326,0.656,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,12086.533235585894,13605.204077532338,21384.50931331056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5153_RP,RP,236.82326,0.656,Unknown,PPL,NA,NA,NA,9260020.947468624,3456268.9724516585,6902695.816401496,2478249.029953168,2323883.71362357,3197935.4311610116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5156_RP,RP,236.95715,0.64,Unknown,PPL,NA,NA,NA,NA,NA,NA,46023.770084180025,1215194.6100560802,11836283.136833897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5165_RP,RP,237.08713,1.217,Unknown,PPL,NA,NA,NA,2513036.116001562,2389594.217919323,2380325.1236527106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5176_RP,RP,237.12363,1.651,Unknown,CatEx,431926.0130543182,473834.5179686025,470554.01831574534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5179_RP,RP,237.12747,9.417,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,13731928,10517076,16853780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5189_RP,RP,237.1507,0.876,Unknown,CatEx,386492,1367076,784496,NA,NA,NA,NA,NA,NA,1036542,720606,592848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5201_RP,RP,237.91962,0.684,Unknown,PPL,NA,NA,NA,1195091.2424272392,867642.145537981,1197518.4923549208,26038.10227531457,106919.60608655943,152361.99459872057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5210_RP,RP,238.07527,3.092,Unknown,PPL,NA,NA,NA,NA,NA,NA,1004244.0505947814,527809.7548803787,1081332.1861880303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5213_RP,RP,238.10739,0.941,Unknown,PPL,NA,NA,NA,1341353.1350318815,1038177.4371847336,1056716.179840454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5215_RP,RP,238.14145,6.355,Unknown,PPL,NA,NA,NA,175863.9283144882,74185.79423960217,94625.86089434376,55100.812876027136,57483.822521033515,122276.84292547328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5240_RP,RP,238.82033,0.657,Unknown,PPL,NA,NA,NA,2172898.6755896267,981873.020476808,1677599.040295662,711231.3715158295,620977.6138783451,872710.4570014086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5241_RP,RP,238.85307,0.661,Unknown,CatEx,149670,881010,123242,NA,NA,NA,NA,NA,NA,2724672,168170,545726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5241_RP,RP,238.85307,0.661,Unknown,PPL,NA,NA,NA,1999804,24024,314768,96976,75358,932064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5255_RP,RP,239.08904,2.096,Unknown,PPL,NA,NA,NA,NA,NA,NA,1271638.1738600554,751263.1310711764,882525.5545823914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5270_RP,RP,239.14888,1.32,Unknown,PPL,NA,NA,NA,89408284.71102004,85142990.45886631,92746780.62160154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5289_RP,RP,240.05452,2.103,Unknown,PPL,NA,NA,NA,146346.4489110875,78344.82056669112,378062.47477667994,936820.440492936,451696.74278969906,834098.8710302272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5293_RP,RP,240.07672,1.083,Unknown,PPL,NA,NA,NA,995058.7347406902,603244.326155245,679324.0498149126,267919.7482356764,537577.4997929086,492386.3563866431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5304_RP,RP,240.14975,5.811,Unknown,PPL,NA,NA,NA,1705130.230954926,2771021.1702193534,5793711.157530671,894238.926000945,5083724.306799095,6972230.478003294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5323_RP,RP,240.81442,0.675,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,14893.175570603196,30279.904357019477,65665.31017876408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5323_RP,RP,240.81442,0.675,Unknown,PPL,NA,NA,NA,1077200.548182795,2028503.4460988503,1195351.5060410728,2064377.172588985,1154369.7498774969,782185.9506750857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5324_RP,RP,240.85017,0.653,Unknown,PPL,NA,NA,NA,NA,NA,NA,35172.77296276357,25931.280868414156,140802.99015467914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5339_RP,RP,241.08774,5.123,Unknown,PPL,NA,NA,NA,176079.74537638665,121538.47413559124,140437.3709198595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5349_RP,RP,241.12938,0.837,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,2129020,1526616,1428894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5349_RP,RP,241.12938,0.837,Unknown,PPL,NA,NA,NA,2831744,3377508,3178832,2779310,2406176,1760980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5353_RP,RP,241.14357,4.942,Unknown,PPL,NA,NA,NA,NA,NA,NA,913930,648202,991238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5363_RP,RP,241.22754,7.503,Unknown,PPL,NA,NA,NA,NA,NA,NA,520552,541856,523967.99999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5392_RP,RP,242.13875,0.931,Unknown,PPL,NA,NA,NA,613429.5346889574,595577.4684510252,570302.3359636564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5400_RP,RP,242.1754,4.733,Unknown,PPL,NA,NA,NA,1948064,1830642,2044200,2794264,2945206,2771112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5415_RP,RP,242.8121,0.676,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,33753.28136891241,40342.63954739015,73159.77400869838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5415_RP,RP,242.8121,0.676,Unknown,PPL,NA,NA,NA,1336355.8244619656,2623751.587627721,1473458.222355663,2846573.874575941,1710427.013047896,1013704.5773495318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5416_RP,RP,242.85815,0.657,Unknown,CatEx,8978.827302471753,84630.7829574213,22889.90276145062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5416_RP,RP,242.85815,0.657,Unknown,PPL,NA,NA,NA,3481880.9017613595,1420359.7033106908,3391680.347651642,2237779.777620759,1784361.9934654722,514839.7818569988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5430_RP,RP,243.08798,5.714,Unknown,PPL,NA,NA,NA,NA,NA,NA,483370,532026,687400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5432_RP,RP,243.09944,1.461,Unknown,PPL,NA,NA,NA,1448027.94894915,1375215.1974592526,1489974.2594106914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5440_RP,RP,243.12805,0.857,Unknown,CatEx,324450.02096910635,451463.79018502746,3162843.640637649,NA,NA,NA,NA,NA,NA,647707.4870177897,526168.7675172146,523868.4537400996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5440_RP,RP,243.12805,0.857,Unknown,PPL,NA,NA,NA,782725.7697121274,825870.4869955608,857054.2020353052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5451_RP,RP,243.20699,7.208,Unknown,PPL,NA,NA,NA,368510,224728,242706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5452_RP,RP,243.2435,7.645,Unknown,PPL,NA,NA,NA,NA,NA,NA,333467.4972142832,384411.11200200574,424859.28186093445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5454_RP,RP,243.90031,0.656,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,130802.55891288836,40918.17008525668,56783.58952562375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5454_RP,RP,243.90031,0.656,Unknown,PPL,NA,NA,NA,556303.4749549341,116068.59456348524,563570.9656105614,323658.64107212634,282270.3083737352,89026.6952025353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5463_RP,RP,244.09297,0.914,Unknown,PPL,NA,NA,NA,892766,1120064,653080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5471_RP,RP,244.11829,0.915,Unknown,PPL,NA,NA,NA,1002176,1235468,1302178,1643432,1571322,1056062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5477_RP,RP,244.1544,0.906,Unknown,PPL,NA,NA,NA,824746,849368,756768,1567512,1425576,1577930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5505_RP,RP,244.85519,0.655,Unknown,CatEx,22002.553593094817,32469.740895120973,18689.289494108132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5505_RP,RP,244.85519,0.655,Unknown,PPL,NA,NA,NA,3365816.3504561507,1535558.5374411317,4843046.503471346,2383203.87799215,1878916.6310621311,502082.77835731744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5512_RP,RP,245.06352,1.248,Unknown,PPL,NA,NA,NA,2120288,801006,2053742,2037122,1815036,2818656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5534_RP,RP,245.13861,5.017,Unknown,PPL,NA,NA,NA,563521.9536079621,511617.6921643194,535554.3700239314,863907.6690914725,747649.1440250071,977931.0922560128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5542_RP,RP,245.18593,1.625,Unknown,PPL,NA,NA,NA,2524086.3000724697,2040633.672030358,2434772.9328769944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5543_RP,RP,245.18628,2.313,Unknown,CatEx,758961.3048216598,959151.5684872416,758596.6061156362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5543_RP,RP,245.18628,2.313,Unknown,PPL,NA,NA,NA,NA,NA,NA,2716343.5448866566,3620895.2677444774,3670890.052920432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5544_RP,RP,245.18628,2.553,Unknown,CatEx,608971.8514542256,911335.6474104858,731349.5844434155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5544_RP,RP,245.18628,2.553,Unknown,PPL,NA,NA,NA,NA,NA,NA,2963295.1840975448,3867920.3866970385,3879376.539060315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5573_RP,RP,246.1452,0.893,Unknown,CatEx,546279.0354599959,504695.8614506885,377825.44230178586,NA,NA,NA,NA,NA,NA,703400.0324761405,534086.6199753124,213313.6998326744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5573_RP,RP,246.1452,0.893,Unknown,PPL,NA,NA,NA,467546.43708209327,476920.13459881215,484965.2671163591,1060618.535255649,691287.0396529929,914874.991927422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5588_RP,RP,246.1703,1.932,Unknown,PPL,NA,NA,NA,NA,NA,NA,1550564,2273976,2340922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5591_RP,RP,246.17038,1.874,Unknown,CatEx,2260478,3530666,3082726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5591_RP,RP,246.17038,1.874,Unknown,PPL,NA,NA,NA,NA,NA,NA,6988138,7044150,7658400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5601_RP,RP,246.6506,6.01,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,736836.0501771102,236150.5186207208,297295.1380438235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5601_RP,RP,246.6506,6.01,Unknown,PPL,NA,NA,NA,1495583.013729031,1569564.827304234,1877344.085828439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5603_RP,RP,246.85226,0.659,Unknown,PPL,NA,NA,NA,1385827.3596194673,391952.1616003341,1434237.1084719475,977265.5444608557,784495.7614444376,156556.86511888608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5615_RP,RP,247.08534,2.975,Unknown,PPL,NA,NA,NA,NA,NA,NA,360782.55372078664,471352.1862697718,491940.29710209713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5634_RP,RP,247.16946,9.418,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,7670100,2391200,4698216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5635_RP,RP,247.16948,9.233,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,6658404,2372532,4255506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5656_RP,RP,248.11307,2.458,Unknown,PPL,NA,NA,NA,NA,NA,NA,539722,749706,890316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5677_RP,RP,248.18599,3.627,Unknown,PPL,NA,NA,NA,NA,NA,NA,559386.5416307006,130216.12138108368,422978.6133935178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5683_RP,RP,248.80664,0.657,Unknown,CatEx,149294.2151841965,322597.8886144254,59562.010009617334,NA,NA,NA,NA,NA,NA,303880.8464397396,165427.022902993,223704.44753173363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5683_RP,RP,248.80664,0.657,Unknown,PPL,NA,NA,NA,4403211.4335552035,2401946.310741671,3511946.262983484,1917839.8438222292,2113472.1994962757,1344901.9721644078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5698_RP,RP,249.09557,5.675,Unknown,CatEx,3322489.4636361287,140871.28928656637,40935.90185983613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5705_RP,RP,249.12347,1.343,Unknown,CatEx,527172,713404,524398,NA,NA,NA,NA,NA,NA,915084,610028,804048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5705_RP,RP,249.12347,1.343,Unknown,PPL,NA,NA,NA,1705848,1467698,1947884,1285000,1325676,978404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5708_RP,RP,249.13094,8.867,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,6954558,1089228,3263060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5711_RP,RP,249.15727,2.224,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,8602525.404272674,6900825.012662679,7885848.710766201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5711_RP,RP,249.15727,2.224,Unknown,PPL,NA,NA,NA,37158819.70153088,23987247.935314108,30869568.762245595,796361.6035211724,898154.0198162508,1112162.834577729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5712_RP,RP,249.15987,4.286,Unknown,PPL,NA,NA,NA,425176,373284,501534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5726_RP,RP,250.05067,0.678,Unknown,PPL,NA,NA,NA,2250634.0073557426,1231619.351274405,2397283.058115436,1445410.2658324754,1167583.395015982,405538.2955459805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5753_RP,RP,250.2016,5.708,Unknown,PPL,NA,NA,NA,234554,1688606,316960,3860986,4517752,3132014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5759_RP,RP,250.80356,0.656,Unknown,CatEx,180963.57935499356,455515.657703601,71570.93767123227,NA,NA,NA,NA,NA,NA,409077.46776241856,268415.61854381673,309247.94642601215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5759_RP,RP,250.80356,0.656,Unknown,PPL,NA,NA,NA,5878335.575600768,3038391.1695561325,4561332.1990486365,2626944.87758931,2779491.1081075445,1907389.3869517676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5760_RP,RP,250.84341,0.674,Unknown,PPL,NA,NA,NA,2259972.434992876,1274176.822785888,1800973.6866953785,1416665.3737435911,1058382.8282318192,679565.276615957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5825_RP,RP,252.10779,0.734,Unknown,CatEx,111814.80458719036,145595.1464884943,137008.56504283813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5834_RP,RP,252.14439,0.736,Unknown,CatEx,1539069.3093181085,3223039.161349898,2907652.0557752773,NA,NA,NA,NA,NA,NA,1314756.9474751374,895098.3936280585,491672.2186776048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5857_RP,RP,252.80087,0.66,Unknown,CatEx,86145.46613844356,215723.4852885238,32104.609120458474,NA,NA,NA,NA,NA,NA,193721.03938066345,113490.51975317218,120990.64154771062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5857_RP,RP,252.80087,0.66,Unknown,PPL,NA,NA,NA,3470978.445134292,1426647.9309576598,2277834.7816398013,1261216.2583471306,1248961.9294706748,373093.6329046053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5858_RP,RP,252.841,0.668,Unknown,CatEx,37766.22399995078,34905.14485350514,35557.257717114815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5858_RP,RP,252.841,0.668,Unknown,PPL,NA,NA,NA,3353791.25483868,918946.3207591916,2420934.9654455297,1877655.1592936092,1500806.1561200204,855813.5485273887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5859_RP,RP,252.89998,0.686,Unknown,PPL,NA,NA,NA,1336736.6315203845,613397.3763716286,1523315.9417170095,1255044.634544989,1676163.6842247453,343648.3401616569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5886_RP,RP,253.12827,1.345,Unknown,PPL,NA,NA,NA,22303674,21698514,21566544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5890_RP,RP,253.16461,1.922,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,566294,472282,346822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5890_RP,RP,253.16461,1.922,Unknown,PPL,NA,NA,NA,18329068,17271620,18945580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5910_RP,RP,254.07025,3.562,Unknown,PPL,NA,NA,NA,438113.7260111464,247481.59208743495,544094.5473599881,904191.8889642314,488010.8105801556,814776.1170753482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5921_RP,RP,254.13878,1.082,Unknown,PPL,NA,NA,NA,1902788,1701576,2848256,1637330,1658340,1166468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5924_RP,RP,254.1599,1.086,Unknown,PPL,NA,NA,NA,14190676,16203002,15362036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5932_RP,RP,254.19626,1.516,Unknown,PPL,NA,NA,NA,9478436,12212444,11823436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5941_RP,RP,254.82336,0.662,Unknown,CatEx,3704847.1153507913,4684391.515973308,314816.6920129578,NA,NA,NA,NA,NA,NA,1981856.149145268,1213429.5223428146,14231956.227855427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5941_RP,RP,254.82336,0.662,Unknown,PPL,NA,NA,NA,74885594.29048954,41773765.9238653,61580455.85459255,28282053.676737472,23904340.695622023,33457437.8013135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5943_RP,RP,254.91493,0.698,Unknown,PPL,NA,NA,NA,253663.2472093777,494479.8487767874,139712.82283001023,81173.89707316208,525324.0196563073,840558.1111264771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5960_RP,RP,255.09787,0.918,Unknown,CatEx,601796,764106,719228,NA,NA,NA,NA,NA,NA,1135808,774092,1009216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5960_RP,RP,255.09787,0.918,Unknown,PPL,NA,NA,NA,1426192,1845260,1991100,1487106,1635164,1585986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5961_RP,RP,255.10146,8.71,Unknown,PPL,NA,NA,NA,NA,NA,NA,415099.7063758249,470107.78109776834,296719.4844900352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5968_RP,RP,255.12294,4.091,Unknown,PPL,NA,NA,NA,NA,NA,NA,1478017.331594152,760010.2731762673,744863.6961920393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5976_RP,RP,255.15929,7.894,Unknown,PPL,NA,NA,NA,2780004.037633422,4157777.523015464,2193690.9829197074,3983777.204815425,4539541.814736216,5317711.6871885555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000_RP,RP,255.97809,0.674,Unknown,PPL,NA,NA,NA,171910.89553156486,8680820.525957156,11107571.542429231,7534668.277543692,4981260.945780619,1795713.1392176305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6034_RP,RP,256.82043,0.662,Unknown,CatEx,4940423.577333113,6200092.614831562,424222.63090940897,NA,NA,NA,NA,NA,NA,2283327.166884808,1603054.0439746715,18602272.906473253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6034_RP,RP,256.82043,0.662,Unknown,PPL,NA,NA,NA,97424342.52838229,54715768.43464446,80445773.91420048,36129727.45252912,31091494.272875275,43515727.94137424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6052_RP,RP,257.09979,2.476,Unknown,PPL,NA,NA,NA,553754,446240,410894,828020,525648,2840810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6079_RP,RP,257.59583,4.906,Unknown,PPL,NA,NA,NA,141791.80966727258,217414.19180932888,225795.05252852716,156765.53413623685,158488.5731855398,161588.36129030774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6095_RP,RP,258.10858,0.908,Unknown,CatEx,279995.3595749324,402476.7605122818,426148.7764263292,NA,NA,NA,NA,NA,NA,600904.8980042865,453890.8917973132,349074.23286230484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6095_RP,RP,258.10858,0.908,Unknown,PPL,NA,NA,NA,755767.2448269614,889155.8568945854,991350.6114172402,974890.1010005104,842287.6833587763,943364.9185112476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6096_RP,RP,258.11002,0.725,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,964041.2370426788,707538.1795581399,787729.20967288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
