MF,Fraction,mz,Retention_time,annotation,method,210329_Smp_PS_A,210329_Smp_PS_B,210329_Smp_PS_C,210329_Smp_PPL_Aloha_A,210329_Smp_PPL_Aloha_B,210329_Smp_PPL_Aloha_C,210329_Smp_PPL_PS_A,210329_Smp_PPL_PS_B,210329_Smp_PPL_PS_C,210329_Smp_Aloha_A,210329_Smp_Aloha_B,210329_Smp_Aloha_C,210322_Smp_PPL_PS_A,210322_Smp_PPL_PS_B,210322_Smp_PPL_PS_C,210322_Smp_Aloha_A,210322_Smp_Aloha_B,210322_Smp_Aloha_C,210322_Smp_PS_A,210322_Smp_PS_B,210322_Smp_PS_C,210322_Smp_PPL_Aloha_A,210322_Smp_PPL_Aloha_B,210322_Smp_PPL_Aloha_C
11006_RP,RP,416.89893,0.685,Unknown,PPL,NA,NA,NA,153047.34588774902,55976.79948314328,172041.19248691472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11021_RP,RP,417.79694,0.659,Unknown,CatEx,253902.39673532711,283612.3673932739,258742.13591075884,NA,NA,NA,NA,NA,NA,30116.493550307157,55244.880192246965,593888.5290801105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11037_RP,RP,418.26477,2.387,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,692918,341680,418964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11037_RP,RP,418.26477,2.387,Unknown,PPL,NA,NA,NA,18628080,19615512,19310420,264998,248172,282564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11040_RP,RP,418.29135,5.434,Unknown,PPL,NA,NA,NA,2173848,2084374,2951270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11046_RP,RP,418.68481,0.672,Unknown,PPL,NA,NA,NA,1946162.6911247375,3542099.3635727745,2010059.272956253,2969977.745178201,1727798.718709942,818739.287867034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11047_RP,RP,418.7305,0.661,Unknown,PPL,NA,NA,NA,6371536.353647983,1980670.129379936,5164262.985134591,2162156.527910782,1853386.9357928464,880433.1161901109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11059_RP,RP,419.18182,5.151,Unknown,PPL,NA,NA,NA,630472,1046622,778306,267778,650454,1388930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11084_RP,RP,420.68204,0.679,Unknown,PPL,NA,NA,NA,1029613.2661325344,1777224.5132478653,975815.473149293,1561523.324770444,959434.6394061608,416402.7353654799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11085_RP,RP,420.72763,0.662,Unknown,PPL,NA,NA,NA,5356183.570021299,1653603.9665372486,4338751.921486869,1826149.8716609457,1554813.1622034733,828088.4275254373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11088_RP,RP,420.85794,0.692,Unknown,PPL,NA,NA,NA,NA,NA,NA,22582.80343359815,1076886.481970731,88495.77799852389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11132_RP,RP,422.68304,0.656,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,27974.758194409664,21715.720378452203,105374.7174968812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11132_RP,RP,422.68304,0.656,Unknown,PPL,NA,NA,NA,1387451.9715505135,932995.7574316728,1161835.6132834856,806901.075595875,782715.3607004229,399906.8255326076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11135_RP,RP,422.72522,0.662,Unknown,PPL,NA,NA,NA,2500677.1147370352,792684.9288627588,1997731.4204397397,891098.8061155479,661979.1622585555,324525.32708164107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11136_RP,RP,422.7695,0.671,Unknown,CatEx,90674.06198889235,181765.48285907152,9707.994569969856,NA,NA,NA,NA,NA,NA,26638.807343187935,27256.651764093054,142508.8662830867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11136_RP,RP,422.7695,0.671,Unknown,PPL,NA,NA,NA,186268.10917350868,71113.07281912815,143951.69080357198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11139_RP,RP,422.85507,0.692,Unknown,PPL,NA,NA,NA,NA,NA,NA,71922.42083673475,332137.4561137574,14477.175240678327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11257_RP,RP,424.67987,0.683,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,73412.93468220801,73859.75235953728,239324.74089539205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11257_RP,RP,424.67987,0.683,Unknown,PPL,NA,NA,NA,3413401.159733305,1451187.0993044777,2255467.7353694635,1384570.0694283997,1502910.7831976097,765793.7258491144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11265_RP,RP,424.74765,0.773,Unknown,PPL,NA,NA,NA,444051.9397801264,76199.89858426258,60167.0259515968,230935.2973703916,264373.0147604207,15301.65842808429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11269_RP,RP,424.77917,0.697,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,40800.6432784552,31038.832466700907,190272.65042067564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11269_RP,RP,424.77917,0.697,Unknown,PPL,NA,NA,NA,NA,NA,NA,531694.0913759785,1275935.28515156,231359.9761217179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11420_RP,RP,426.67685,0.66,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,68389.44292228234,54622.312326531275,232267.2083483573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11420_RP,RP,426.67685,0.66,Unknown,PPL,NA,NA,NA,3574758.259645835,1405995.796804219,2310400.4125719448,1308688.1788599703,1477618.8539062792,760908.0383552589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11422_RP,RP,426.77637,0.681,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,31158.916236715497,36698.8193705413,256733.17553431683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11422_RP,RP,426.77637,0.681,Unknown,PPL,NA,NA,NA,683266.7737275502,20614.725102557244,601176.2693736758,620276.7975557669,1645396.3116229086,51536.44529762571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11428_RP,RP,427.17218,7.686,Unknown,PPL,NA,NA,NA,NA,NA,NA,137600.30145093094,147970.94548239713,172256.38605619466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11450_RP,RP,428.69925,0.664,Unknown,CatEx,624976.5495418095,753000.5484623692,15472.495450544066,NA,NA,NA,NA,NA,NA,116043.26271451853,113576.1857242173,3913816.3358854265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11450_RP,RP,428.69925,0.664,Unknown,PPL,NA,NA,NA,17223841.43295361,10040758.766926592,14235638.795872156,6288171.902154546,5260498.31589011,7027542.410268349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11452_RP,RP,428.79617,0.658,Unknown,PPL,NA,NA,NA,180674.40342141,739727.741205628,112393.7078918666,141197.64652774608,608846.9984576248,1228136.4145734643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11461_RP,RP,429.18506,0.915,Unknown,PPL,NA,NA,NA,656432.3228024363,296841.0614357922,453127.899808717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11464_RP,RP,429.23343,3.709,Unknown,PPL,NA,NA,NA,1433927.9009051188,1419726.0356259877,1614975.483885913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11489_RP,RP,430.26505,1.432,Unknown,PPL,NA,NA,NA,1715680.4473551195,2562537.9486957043,2121300.5615267125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11491_RP,RP,430.26508,4.619,Unknown,PPL,NA,NA,NA,2119512,3447416,2767766,1516428,1685830,1362900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11497_RP,RP,430.69629,0.665,Unknown,CatEx,1444287.1630556255,1734930.059819993,49776.22989474254,NA,NA,NA,NA,NA,NA,216558.93049091377,297052.18413233676,8666022.971367726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11497_RP,RP,430.69629,0.665,Unknown,PPL,NA,NA,NA,39912071.277914345,23379237.59639732,32880803.943272687,14443573.472409705,12255216.169531196,16115875.550590098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11498_RP,RP,430.75656,0.665,Unknown,PPL,NA,NA,NA,725396.6455315106,252798.67554313224,732095.8243259876,741177.6921084909,494778.4861248113,55676.350271964126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11499_RP,RP,430.79306,0.664,Unknown,PPL,NA,NA,NA,237436.9100837673,1016835.2856260756,58492.81305555237,189434.76257572995,844933.8252952478,1604012.0536270896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11504_RP,RP,431.00073,0.8,Unknown,PPL,NA,NA,NA,NA,NA,NA,108856,316534,798104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11526_RP,RP,432.28064,3.64,Unknown,PPL,NA,NA,NA,132416416,141536848,150393344,22735940,23506546,29039456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11529_RP,RP,432.69327,0.663,Unknown,CatEx,1299871.5424102617,1632483.573617777,53127.33000326192,NA,NA,NA,NA,NA,NA,183558.26829563733,270023.96698611457,8372606.137649372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11529_RP,RP,432.69327,0.663,Unknown,PPL,NA,NA,NA,38345171.39840331,22005399.55495894,31607630.73895327,14211524.946643949,11622594.84855062,15538841.004412824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11530_RP,RP,432.79019,0.656,Unknown,PPL,NA,NA,NA,320008.9860464231,527199.9089387174,53005.38561284859,216853.07735836,557494.0977644505,861138.9603878609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11564_RP,RP,434.69031,0.663,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,79730.59370705574,147345.47019760992,4354524.889725629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11564_RP,RP,434.69031,0.663,Unknown,PPL,NA,NA,NA,19524711.062356796,11525433.980968954,16269755.14541314,7407333.542650303,6203579.434085274,8069199.466104843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11566_RP,RP,434.80804,0.678,Unknown,PPL,NA,NA,NA,NA,NA,NA,97494.49280949288,614621.6401040261,190250.7447108764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11570_RP,RP,435.10461,0.681,Unknown,CatEx,1470205.503494067,1711357.7670722643,684135.440336322,NA,NA,NA,NA,NA,NA,1391882.320965761,1490231.960108246,1493794.8702436294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11570_RP,RP,435.10461,0.681,Unknown,PPL,NA,NA,NA,1716783.312208877,4695807.35218499,2558134.035482496,5196078.159794483,2960798.473842426,1556335.6887068644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11571_RP,RP,435.1965,10.015,Unknown,PPL,NA,NA,NA,128627.47507336832,149570.73769545107,119075.95878218346,128388.368620907,103209.77424871184,117583.79469359636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11588_RP,RP,436.23129,4.561,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,418220,183754,227724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11588_RP,RP,436.23129,4.561,Unknown,PPL,NA,NA,NA,6179312,6621814,7121648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11599_RP,RP,436.68741,0.664,Unknown,PPL,NA,NA,NA,6102779.299395825,3544776.4487766335,5209645.591827586,2173632.077151226,1934825.7649692213,2510627.507885142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603_RP,RP,436.80505,0.691,Unknown,PPL,NA,NA,NA,NA,NA,NA,105893.76529572108,559566.8710268112,307714.6145772137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11617_RP,RP,437.21536,10.564,Unknown,PPL,NA,NA,NA,726654.0506562245,677157.596504246,696942.2204070081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11618_RP,RP,437.23608,3.648,Unknown,PPL,NA,NA,NA,8153503.571143568,15901978.31763488,20949895.20609826,3404456.8961709035,4346817.351954938,5246809.819078797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11630_RP,RP,438.15701,7.719,Unknown,PPL,NA,NA,NA,NA,NA,NA,213715.8216974192,226389.12481278364,256339.4437641934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11634_RP,RP,438.2283,4.564,Unknown,PPL,NA,NA,NA,1849538,2091828,2192158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11649_RP,RP,438.76218,0.655,Unknown,PPL,NA,NA,NA,56559.739267614816,196021.0885645114,17781.21167354167,27854.547751263457,240888.7894833007,602363.6690679442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11668_RP,RP,439.65656,7.723,Unknown,PPL,NA,NA,NA,NA,NA,NA,17055.35524514545,12628.090022310307,26315.2343636922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11673_RP,RP,440.06277,9.141,Unknown,PPL,NA,NA,NA,332597.8739322023,264881.7989785429,343772.1202292863,255098.5513952681,295572.68914035655,339717.0544180712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11697_RP,RP,440.98624,9.801,Unknown,PPL,NA,NA,NA,116507.1776912928,105822.0217198925,116597.49099930371,93422.98510224784,97306.57970513892,102320.86199098114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11728_RP,RP,442.33743,6.811,Unknown,PPL,NA,NA,NA,NA,NA,NA,120706,219446,120022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11734_RP,RP,442.84152,0.652,Unknown,PPL,NA,NA,NA,NA,NA,NA,28059.553408654017,74650.55362395669,178711.72773804475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11764_RP,RP,444.28073,2.316,Unknown,PPL,NA,NA,NA,2502982,2621064,4059698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11772_RP,RP,444.67322,0.669,Unknown,PPL,NA,NA,NA,3396059.601936611,1776355.9218476613,2632604.8745197747,1079444.1781630511,800005.1565518819,1202347.5798449663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11783_RP,RP,445.1264,9.204,Unknown,PPL,NA,NA,NA,157190.4772278832,176850.119019494,174052.43806624715,161307.2712457314,157434.0688574726,185016.52568779915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11802_RP,RP,446.14575,7.719,Unknown,PPL,NA,NA,NA,NA,NA,NA,2875247.2714671753,3334407.494119847,3307365.001781319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11804_RP,RP,446.25998,3.708,Unknown,PPL,NA,NA,NA,22830592,22832412,24501678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11807_RP,RP,446.29648,4.539,Unknown,PPL,NA,NA,NA,2177652,3001562,3079482,1492392,2003000,2655292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11811_RP,RP,446.67023,0.664,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,350498.60874775576,25557.41688278557,1015351.8384840152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11811_RP,RP,446.67023,0.664,Unknown,PPL,NA,NA,NA,6764051.992726584,3663866.993231811,5727651.442071892,2276454.3332661595,1751231.750355445,2671226.839056219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11813_RP,RP,446.77454,0.695,Unknown,PPL,NA,NA,NA,NA,NA,NA,242796,223256,333596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11854_RP,RP,448.27557,2.83,Unknown,PPL,NA,NA,NA,1732822,2045938,2267632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11864_RP,RP,448.66727,0.665,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,387630.23355473584,17759.400391734525,1007535.1378329424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11864_RP,RP,448.66727,0.665,Unknown,PPL,NA,NA,NA,6642424.938318043,3486158.8041076744,5350083.582452686,2250634.3474751613,1646041.3513812833,2527840.468247668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11898_RP,RP,450.66422,0.665,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,187479.36594546167,14483.581921487958,553860.6481726959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11898_RP,RP,450.66422,0.665,Unknown,PPL,NA,NA,NA,3798816.230836259,2073380.278765118,2692746.3492571153,1294735.8752238436,872370.1989332028,1418663.2362304267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11908_RP,RP,451.21518,3.709,Unknown,PPL,NA,NA,NA,1617321.8213949073,1266650.6724238207,1692214.4150371123,400459.4540978601,472980.0405801097,650951.968043907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11924_RP,RP,451.79816,0.687,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,256082.29219103497,66461.10821237265,415648.3601095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11935_RP,RP,452.23245,11.376,Unknown,PPL,NA,NA,NA,184435.49131657204,199677.82328838567,195430.2873275122,182294.1294744112,174876.3079675246,186299.47149608083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11947_RP,RP,452.77686,0.654,Unknown,CatEx,215158.9303768044,72268.48222969177,14550.915622720551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11947_RP,RP,452.77686,0.654,Unknown,PPL,NA,NA,NA,510825.46836461633,19161.61728229646,336436.4882886963,48414.70815816524,36892.40621574988,123612.5156972648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11956_RP,RP,453.14822,9.083,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,3171218,1196942,2830120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11960_RP,RP,453.20978,3.65,Unknown,PPL,NA,NA,NA,1758046.9102718588,1508759.415538275,1050178.390957001,376112.8217125683,252138.2365445007,425037.00965780346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11966_RP,RP,453.34341,6.004,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,282636608,115130288,132404192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11966_RP,RP,453.34341,6.004,Unknown,PPL,NA,NA,NA,459937824,479436864,518259680.00000006,3200634,3238426,4919588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11968_RP,RP,453.34399,5.716,Unknown,PPL,NA,NA,NA,1668622,1807604,1963192,867962,932894,1077056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11971_RP,RP,453.7952,0.689,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,60280.6949986376,56759.13535076945,432552.13911667577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11979_RP,RP,454.34695,6.013,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,72369944,29462028,33627100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11979_RP,RP,454.34695,6.013,Unknown,PPL,NA,NA,NA,117162192,122772808,131460456,744840,824320,1265726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12049_RP,RP,458.75986,0.659,Unknown,PPL,NA,NA,NA,60953.85707807044,492519.3807039174,15741.981430975922,14970.180562938342,320054.6214158796,742074.8436077856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12063_RP,RP,459.28046,4.151,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012517.935770688,499326.55784109054,653001.3513508575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12063_RP,RP,459.28046,4.151,Unknown,PPL,NA,NA,NA,10730078.111053452,13188954.482655646,15147387.986472933,1124132.0379574434,1308387.8413411025,1734769.2956380702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12086_RP,RP,460.31204,3.642,Unknown,PPL,NA,NA,NA,17176002,20072628,22804608,3906820,3612110,4297122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12090_RP,RP,460.64365,0.658,Unknown,PPL,NA,NA,NA,761269.1649891806,270753.85093443183,523405.6735238444,194278.61717826032,351456.7950497673,109212.7919075246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12093_RP,RP,460.75681,0.657,Unknown,PPL,NA,NA,NA,173446.48763077307,1009197.9940816156,50311.55759552128,191395.42714786637,742796.8420379773,1411452.7559914766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12120_RP,RP,462.29126,3.197,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,745030,329436,376522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12120_RP,RP,462.29126,3.197,Unknown,PPL,NA,NA,NA,25899108,28230146,29806772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12125_RP,RP,462.64062,0.666,Unknown,PPL,NA,NA,NA,1008180.505230945,430336.1858726128,701626.6096873649,556745.3059517618,449844.1292001547,350979.99444481684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12126_RP,RP,462.75357,0.657,Unknown,PPL,NA,NA,NA,250146.9638517706,680868.1067387655,246481.61341198333,277966.2173411706,563930.8437130987,995614.6666876744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12157_RP,RP,464.66367,0.66,Unknown,PPL,NA,NA,NA,3319349.2346231868,1301030.6761561297,2532097.3481551306,871282.3871633651,759075.2792559356,1084341.5498220625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12170_RP,RP,465.26938,13.074,Unknown,PPL,NA,NA,NA,301204.782957166,252808.02780585317,276276.7626840299,211465.7193850733,237703.4079604631,263762.1653867722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12188_RP,RP,466.24213,4.366,Unknown,PPL,NA,NA,NA,2129840,2323536,2555800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12195_RP,RP,466.66061,0.659,Unknown,PPL,NA,NA,NA,8643637.740728807,3456757.628178826,6103788.433692736,2239921.6099831476,2251757.574856462,2863659.96577982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12197_RP,RP,466.75757,0.652,Unknown,PPL,NA,NA,NA,86907.20925852135,258829.98752688157,18175.580549816503,49644.36625760799,223646.4833802025,628359.9956261948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12211_RP,RP,467.7449,0.686,Unknown,PPL,NA,NA,NA,NA,NA,NA,402883.7925067212,691967.254023555,109234.02859568506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12232_RP,RP,468.65753,0.659,Unknown,PPL,NA,NA,NA,10661109.026315566,4181880.642112919,7224944.080430908,2686092.5854265564,2548227.859004504,3503289.0257015633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12239_RP,RP,469.17041,11.034,Unknown,PPL,NA,NA,NA,127781.78667090584,122099.63498562954,116597.49099930371,139045.08712514522,130519.8702620114,141127.78656183902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12260_RP,RP,470.37033,6.004,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,25904448,9768220,11157394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12260_RP,RP,470.37033,6.004,Unknown,PPL,NA,NA,NA,44777452,44588240,46953772,241504,219622,350404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12262_RP,RP,470.65469,0.662,Unknown,PPL,NA,NA,NA,7112034.224541593,2845634.020681218,5359526.581207192,1841998.4776279351,1774961.705064327,2287265.018681262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12270_RP,RP,471.35495,5.21,Unknown,PPL,NA,NA,NA,57378,115730,101730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12280_RP,RP,472.22223,13.076,Unknown,PPL,NA,NA,NA,119141.91743639152,102436.5026149245,130795.44905449449,118747.14325676624,120025.17578051974,116655.62649928933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12291_RP,RP,472.65161,0.663,Unknown,PPL,NA,NA,NA,3225733.7539663864,1926055.2531555248,2555603.248546615,1317712.003465226,1020902.2640706024,1209346.9424192628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
