key,Level,Classification,CHEMONT
KDZOASGQNOPSCU-WDSKDSINSA-N,kingdom,Organic compounds,CHEMONTID:0000000
KDZOASGQNOPSCU-WDSKDSINSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
KDZOASGQNOPSCU-WDSKDSINSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
KDZOASGQNOPSCU-WDSKDSINSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
KDZOASGQNOPSCU-WDSKDSINSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
KDZOASGQNOPSCU-WDSKDSINSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
KDZOASGQNOPSCU-WDSKDSINSA-N,level 7,Aspartic acid and derivatives,CHEMONTID:0004317
ZUKPVRWZDMRIEO-VKHMYHEASA-N,kingdom,Organic compounds,CHEMONTID:0000000
ZUKPVRWZDMRIEO-VKHMYHEASA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
ZUKPVRWZDMRIEO-VKHMYHEASA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
ZUKPVRWZDMRIEO-VKHMYHEASA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
ZUKPVRWZDMRIEO-VKHMYHEASA-N,level 5,Peptides,CHEMONTID:0000348
ZUKPVRWZDMRIEO-VKHMYHEASA-N,level 6,Dipeptides,CHEMONTID:0004830
ZUKPVRWZDMRIEO-VKHMYHEASA-N,kingdom,Organic compounds,CHEMONTID:0000000
ZUKPVRWZDMRIEO-VKHMYHEASA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
ZUKPVRWZDMRIEO-VKHMYHEASA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
ZUKPVRWZDMRIEO-VKHMYHEASA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
ZUKPVRWZDMRIEO-VKHMYHEASA-N,level 5,Peptides,CHEMONTID:0000348
ZUKPVRWZDMRIEO-VKHMYHEASA-N,level 6,Dipeptides,CHEMONTID:0004830
ZTVZLYBCZNMWCF-WDSKDSINSA-N,kingdom,Organic compounds,CHEMONTID:0000000
ZTVZLYBCZNMWCF-WDSKDSINSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
ZTVZLYBCZNMWCF-WDSKDSINSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
ZTVZLYBCZNMWCF-WDSKDSINSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
ZTVZLYBCZNMWCF-WDSKDSINSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
ZTVZLYBCZNMWCF-WDSKDSINSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
ZTVZLYBCZNMWCF-WDSKDSINSA-N,level 7,Alpha amino acids,CHEMONTID:0002404
ZTVZLYBCZNMWCF-WDSKDSINSA-N,level 8,L-alpha-amino acids,CHEMONTID:0004146
UKAUYVFTDYCKQA-VKHMYHEASA-N,kingdom,Organic compounds,CHEMONTID:0000000
UKAUYVFTDYCKQA-VKHMYHEASA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
UKAUYVFTDYCKQA-VKHMYHEASA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
UKAUYVFTDYCKQA-VKHMYHEASA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
UKAUYVFTDYCKQA-VKHMYHEASA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
UKAUYVFTDYCKQA-VKHMYHEASA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
UKAUYVFTDYCKQA-VKHMYHEASA-N,level 7,Alpha amino acids,CHEMONTID:0002404
UKAUYVFTDYCKQA-VKHMYHEASA-N,level 8,L-alpha-amino acids,CHEMONTID:0004146
QEFRNWWLZKMPFJ-YGVKFDHGSA-N,kingdom,Organic compounds,CHEMONTID:0000000
QEFRNWWLZKMPFJ-YGVKFDHGSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
QEFRNWWLZKMPFJ-YGVKFDHGSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
QEFRNWWLZKMPFJ-YGVKFDHGSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
QEFRNWWLZKMPFJ-YGVKFDHGSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
QEFRNWWLZKMPFJ-YGVKFDHGSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
QEFRNWWLZKMPFJ-YGVKFDHGSA-N,level 7,Alpha amino acids,CHEMONTID:0002404
QEFRNWWLZKMPFJ-YGVKFDHGSA-N,level 8,L-alpha-amino acids,CHEMONTID:0004146
AHLPHDHHMVZTML-BYPYZUCNSA-N,kingdom,Organic compounds,CHEMONTID:0000000
AHLPHDHHMVZTML-BYPYZUCNSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
AHLPHDHHMVZTML-BYPYZUCNSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
AHLPHDHHMVZTML-BYPYZUCNSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
AHLPHDHHMVZTML-BYPYZUCNSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
AHLPHDHHMVZTML-BYPYZUCNSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
AHLPHDHHMVZTML-BYPYZUCNSA-N,level 7,Alpha amino acids,CHEMONTID:0002404
AHLPHDHHMVZTML-BYPYZUCNSA-N,level 8,L-alpha-amino acids,CHEMONTID:0004146
DTERQYGMUDWYAZ-ZETCQYMHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
DTERQYGMUDWYAZ-ZETCQYMHSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
DTERQYGMUDWYAZ-ZETCQYMHSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
DTERQYGMUDWYAZ-ZETCQYMHSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
DTERQYGMUDWYAZ-ZETCQYMHSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
DTERQYGMUDWYAZ-ZETCQYMHSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
DTERQYGMUDWYAZ-ZETCQYMHSA-N,level 7,Alpha amino acids,CHEMONTID:0002404
DTERQYGMUDWYAZ-ZETCQYMHSA-N,level 8,L-alpha-amino acids,CHEMONTID:0004146
VZXPDPZARILFQX-BYPYZUCNSA-N,kingdom,Organic compounds,CHEMONTID:0000000
VZXPDPZARILFQX-BYPYZUCNSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
VZXPDPZARILFQX-BYPYZUCNSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
VZXPDPZARILFQX-BYPYZUCNSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
VZXPDPZARILFQX-BYPYZUCNSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
VZXPDPZARILFQX-BYPYZUCNSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
VZXPDPZARILFQX-BYPYZUCNSA-N,level 7,Alpha amino acids,CHEMONTID:0002404
VZXPDPZARILFQX-BYPYZUCNSA-N,level 8,L-alpha-amino acids,CHEMONTID:0004146
CMUNUTVVOOHQPW-LURJTMIESA-N,kingdom,Organic compounds,CHEMONTID:0000000
CMUNUTVVOOHQPW-LURJTMIESA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
CMUNUTVVOOHQPW-LURJTMIESA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
CMUNUTVVOOHQPW-LURJTMIESA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
CMUNUTVVOOHQPW-LURJTMIESA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
CMUNUTVVOOHQPW-LURJTMIESA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
CMUNUTVVOOHQPW-LURJTMIESA-N,level 7,Proline and derivatives,CHEMONTID:0004322
CZMRCDWAGMRECN-UGDNZRGBSA-N,kingdom,Organic compounds,CHEMONTID:0000000
CZMRCDWAGMRECN-UGDNZRGBSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
CZMRCDWAGMRECN-UGDNZRGBSA-N,class,Organooxygen compounds,CHEMONTID:0000323
CZMRCDWAGMRECN-UGDNZRGBSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
CZMRCDWAGMRECN-UGDNZRGBSA-N,level 5,Glycosyl compounds,CHEMONTID:0002105
CZMRCDWAGMRECN-UGDNZRGBSA-N,level 6,O-glycosyl compounds,CHEMONTID:0002207
WWNNZCOKKKDOPX-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
WWNNZCOKKKDOPX-UHFFFAOYSA-N,superclass,Alkaloids and derivatives,CHEMONTID:0000279
ODHCTXKNWHHXJC-VKHMYHEASA-N,kingdom,Organic compounds,CHEMONTID:0000000
ODHCTXKNWHHXJC-VKHMYHEASA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
ODHCTXKNWHHXJC-VKHMYHEASA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
ODHCTXKNWHHXJC-VKHMYHEASA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
ODHCTXKNWHHXJC-VKHMYHEASA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
ODHCTXKNWHHXJC-VKHMYHEASA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
ODHCTXKNWHHXJC-VKHMYHEASA-N,kingdom,Organic compounds,CHEMONTID:0000000
ODHCTXKNWHHXJC-VKHMYHEASA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
ODHCTXKNWHHXJC-VKHMYHEASA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
ODHCTXKNWHHXJC-VKHMYHEASA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
ODHCTXKNWHHXJC-VKHMYHEASA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
ODHCTXKNWHHXJC-VKHMYHEASA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
QYPPJABKJHAVHS-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
QYPPJABKJHAVHS-UHFFFAOYSA-N,superclass,Organic nitrogen compounds,CHEMONTID:0004707
QYPPJABKJHAVHS-UHFFFAOYSA-N,class,Organonitrogen compounds,CHEMONTID:0000278
QYPPJABKJHAVHS-UHFFFAOYSA-N,subclass,Guanidines,CHEMONTID:0000375
QWYFHHGCZUCMBN-SECBINFHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
QWYFHHGCZUCMBN-SECBINFHSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
QWYFHHGCZUCMBN-SECBINFHSA-N,class,Fatty Acyls,CHEMONTID:0003909
QWYFHHGCZUCMBN-SECBINFHSA-N,subclass,Fatty acid esters,CHEMONTID:0000324
QWYFHHGCZUCMBN-SECBINFHSA-N,level 5,Acyl carnitines,CHEMONTID:0001095
QWYFHHGCZUCMBN-SECBINFHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
QWYFHHGCZUCMBN-SECBINFHSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
QWYFHHGCZUCMBN-SECBINFHSA-N,class,Fatty Acyls,CHEMONTID:0003909
QWYFHHGCZUCMBN-SECBINFHSA-N,subclass,Fatty acid esters,CHEMONTID:0000324
QWYFHHGCZUCMBN-SECBINFHSA-N,level 5,Acyl carnitines,CHEMONTID:0001095
ZUNBITIXDCPNSD-LSRJEVITSA-N,kingdom,Organic compounds,CHEMONTID:0000000
ZUNBITIXDCPNSD-LSRJEVITSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
ZUNBITIXDCPNSD-LSRJEVITSA-N,class,5'-deoxyribonucleosides,CHEMONTID:0004502
ZUNBITIXDCPNSD-LSRJEVITSA-N,subclass,5'-deoxy-5'-thionucleosides,CHEMONTID:0004503
MSWZFWKMSRAUBD-IVMDWMLBSA-N,kingdom,Organic compounds,CHEMONTID:0000000
MSWZFWKMSRAUBD-IVMDWMLBSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
MSWZFWKMSRAUBD-IVMDWMLBSA-N,class,Organooxygen compounds,CHEMONTID:0000323
MSWZFWKMSRAUBD-IVMDWMLBSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
MSWZFWKMSRAUBD-IVMDWMLBSA-N,level 5,Monosaccharides,CHEMONTID:0001540
MSWZFWKMSRAUBD-IVMDWMLBSA-N,level 6,Hexoses,CHEMONTID:0001498
MSWZFWKMSRAUBD-IVMDWMLBSA-N,kingdom,Organic compounds,CHEMONTID:0000000
MSWZFWKMSRAUBD-IVMDWMLBSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
MSWZFWKMSRAUBD-IVMDWMLBSA-N,class,Organooxygen compounds,CHEMONTID:0000323
MSWZFWKMSRAUBD-IVMDWMLBSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
MSWZFWKMSRAUBD-IVMDWMLBSA-N,level 5,Monosaccharides,CHEMONTID:0001540
MSWZFWKMSRAUBD-IVMDWMLBSA-N,level 6,Hexoses,CHEMONTID:0001498
SUHOQUVVVLNYQR-MRVPVSSYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
SUHOQUVVVLNYQR-MRVPVSSYSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
SUHOQUVVVLNYQR-MRVPVSSYSA-N,class,Glycerophospholipids,CHEMONTID:0000256
SUHOQUVVVLNYQR-MRVPVSSYSA-N,subclass,Glycerophosphocholines,CHEMONTID:0002213
SUHOQUVVVLNYQR-MRVPVSSYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
SUHOQUVVVLNYQR-MRVPVSSYSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
SUHOQUVVVLNYQR-MRVPVSSYSA-N,class,Glycerophospholipids,CHEMONTID:0000256
SUHOQUVVVLNYQR-MRVPVSSYSA-N,subclass,Glycerophosphocholines,CHEMONTID:0002213
QJPWUUJVYOJNMH-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
QJPWUUJVYOJNMH-UHFFFAOYSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
QJPWUUJVYOJNMH-UHFFFAOYSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
QJPWUUJVYOJNMH-UHFFFAOYSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
QJPWUUJVYOJNMH-UHFFFAOYSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
QJPWUUJVYOJNMH-UHFFFAOYSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
QJPWUUJVYOJNMH-UHFFFAOYSA-N,level 7,Alpha amino acid esters,CHEMONTID:0000394
PLVPPLCLBIEYEA-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
PLVPPLCLBIEYEA-UHFFFAOYSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
PLVPPLCLBIEYEA-UHFFFAOYSA-N,class,Indoles and derivatives,CHEMONTID:0000211
PLVPPLCLBIEYEA-UHFFFAOYSA-N,subclass,Indoles,CHEMONTID:0002497
LRCNOZRCYBNMEP-SECBINFHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
LRCNOZRCYBNMEP-SECBINFHSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
LRCNOZRCYBNMEP-SECBINFHSA-N,class,Fatty Acyls,CHEMONTID:0003909
LRCNOZRCYBNMEP-SECBINFHSA-N,subclass,Fatty acid esters,CHEMONTID:0000324
LRCNOZRCYBNMEP-SECBINFHSA-N,level 5,Acyl carnitines,CHEMONTID:0001095
LUEWUZLMQUOBSB-ZLBHSGTGSA-N,kingdom,Organic compounds,CHEMONTID:0000000
LUEWUZLMQUOBSB-ZLBHSGTGSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
LUEWUZLMQUOBSB-ZLBHSGTGSA-N,class,Organooxygen compounds,CHEMONTID:0000323
LUEWUZLMQUOBSB-ZLBHSGTGSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
LUEWUZLMQUOBSB-ZLBHSGTGSA-N,level 5,Oligosaccharides,CHEMONTID:0000198
FYGDTMLNYKFZSV-DZOUCCHMSA-N,kingdom,Organic compounds,CHEMONTID:0000000
FYGDTMLNYKFZSV-DZOUCCHMSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
FYGDTMLNYKFZSV-DZOUCCHMSA-N,class,Organooxygen compounds,CHEMONTID:0000323
FYGDTMLNYKFZSV-DZOUCCHMSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
FYGDTMLNYKFZSV-DZOUCCHMSA-N,level 5,Oligosaccharides,CHEMONTID:0000198
RDHQFKQIGNGIED-MRVPVSSYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
RDHQFKQIGNGIED-MRVPVSSYSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
RDHQFKQIGNGIED-MRVPVSSYSA-N,class,Fatty Acyls,CHEMONTID:0003909
RDHQFKQIGNGIED-MRVPVSSYSA-N,subclass,Fatty acid esters,CHEMONTID:0000324
RDHQFKQIGNGIED-MRVPVSSYSA-N,level 5,Acyl carnitines,CHEMONTID:0001095
JCMUOFQHZLPHQP-BQBZGAKWSA-N,kingdom,Organic compounds,CHEMONTID:0000000
JCMUOFQHZLPHQP-BQBZGAKWSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
JCMUOFQHZLPHQP-BQBZGAKWSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
JCMUOFQHZLPHQP-BQBZGAKWSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
JCMUOFQHZLPHQP-BQBZGAKWSA-N,level 5,Peptides,CHEMONTID:0000348
JCMUOFQHZLPHQP-BQBZGAKWSA-N,level 6,Oligopeptides,CHEMONTID:0004831
JCMUOFQHZLPHQP-BQBZGAKWSA-N,kingdom,Organic compounds,CHEMONTID:0000000
JCMUOFQHZLPHQP-BQBZGAKWSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
JCMUOFQHZLPHQP-BQBZGAKWSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
JCMUOFQHZLPHQP-BQBZGAKWSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
JCMUOFQHZLPHQP-BQBZGAKWSA-N,level 5,Peptides,CHEMONTID:0000348
JCMUOFQHZLPHQP-BQBZGAKWSA-N,level 6,Oligopeptides,CHEMONTID:0004831
UFAHZIUFPNSHSL-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
UFAHZIUFPNSHSL-UHFFFAOYSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
UFAHZIUFPNSHSL-UHFFFAOYSA-N,class,Fatty Acyls,CHEMONTID:0003909
UFAHZIUFPNSHSL-UHFFFAOYSA-N,subclass,Fatty acid esters,CHEMONTID:0000324
UFAHZIUFPNSHSL-UHFFFAOYSA-N,level 5,Acyl carnitines,CHEMONTID:0001095
UFAHZIUFPNSHSL-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
UFAHZIUFPNSHSL-UHFFFAOYSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
UFAHZIUFPNSHSL-UHFFFAOYSA-N,class,Fatty Acyls,CHEMONTID:0003909
UFAHZIUFPNSHSL-UHFFFAOYSA-N,subclass,Fatty acid esters,CHEMONTID:0000324
UFAHZIUFPNSHSL-UHFFFAOYSA-N,level 5,Acyl carnitines,CHEMONTID:0001095
SIEHZFPZQUNSAS-GCVUPTOQSA-N,kingdom,Organic compounds,CHEMONTID:0000000
SIEHZFPZQUNSAS-GCVUPTOQSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
SIEHZFPZQUNSAS-GCVUPTOQSA-N,class,Prenol lipids,CHEMONTID:0000259
SIEHZFPZQUNSAS-GCVUPTOQSA-N,subclass,Sesquiterpenoids,CHEMONTID:0001550
SIEHZFPZQUNSAS-GCVUPTOQSA-N,kingdom,Organic compounds,CHEMONTID:0000000
SIEHZFPZQUNSAS-GCVUPTOQSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
SIEHZFPZQUNSAS-GCVUPTOQSA-N,class,Prenol lipids,CHEMONTID:0000259
SIEHZFPZQUNSAS-GCVUPTOQSA-N,subclass,Sesquiterpenoids,CHEMONTID:0001550
GETQZCLCWQTVFV-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
GETQZCLCWQTVFV-UHFFFAOYSA-N,superclass,Organic nitrogen compounds,CHEMONTID:0004707
GETQZCLCWQTVFV-UHFFFAOYSA-N,class,Organonitrogen compounds,CHEMONTID:0000278
GETQZCLCWQTVFV-UHFFFAOYSA-N,subclass,Amines,CHEMONTID:0002449
GETQZCLCWQTVFV-UHFFFAOYSA-N,level 5,Tertiary amines,CHEMONTID:0002452
GETQZCLCWQTVFV-UHFFFAOYSA-N,level 6,Trialkylamines,CHEMONTID:0002239
UYPYRKYUKCHHIB-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
UYPYRKYUKCHHIB-UHFFFAOYSA-N,superclass,Organic nitrogen compounds,CHEMONTID:0004707
UYPYRKYUKCHHIB-UHFFFAOYSA-N,class,Organonitrogen compounds,CHEMONTID:0000278
UYPYRKYUKCHHIB-UHFFFAOYSA-N,subclass,Aminoxides,CHEMONTID:0003993
UYPYRKYUKCHHIB-UHFFFAOYSA-N,level 5,Trialkyl amine oxides,CHEMONTID:0004184
OFCNXPDARWKPPY-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
OFCNXPDARWKPPY-UHFFFAOYSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
OFCNXPDARWKPPY-UHFFFAOYSA-N,class,Pyrazolopyrimidines,CHEMONTID:0000305
OFCNXPDARWKPPY-UHFFFAOYSA-N,subclass,"Pyrazolo[3,4-d]pyrimidines",CHEMONTID:0004387
OFCNXPDARWKPPY-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
OFCNXPDARWKPPY-UHFFFAOYSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
OFCNXPDARWKPPY-UHFFFAOYSA-N,class,Pyrazolopyrimidines,CHEMONTID:0000305
OFCNXPDARWKPPY-UHFFFAOYSA-N,subclass,"Pyrazolo[3,4-d]pyrimidines",CHEMONTID:0004387
OFCNXPDARWKPPY-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
OFCNXPDARWKPPY-UHFFFAOYSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
OFCNXPDARWKPPY-UHFFFAOYSA-N,class,Pyrazolopyrimidines,CHEMONTID:0000305
OFCNXPDARWKPPY-UHFFFAOYSA-N,subclass,"Pyrazolo[3,4-d]pyrimidines",CHEMONTID:0004387
SPTHHTGLGVZZRH-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
SPTHHTGLGVZZRH-UHFFFAOYSA-N,superclass,Organometallic compounds,CHEMONTID:0000462
SPTHHTGLGVZZRH-UHFFFAOYSA-N,class,Organometalloid compounds,CHEMONTID:0001370
SPTHHTGLGVZZRH-UHFFFAOYSA-N,subclass,Organoarsenic compounds,CHEMONTID:0000405
SPTHHTGLGVZZRH-UHFFFAOYSA-N,level 5,Tetraorganoarsonium salts,CHEMONTID:0004238
SPTHHTGLGVZZRH-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
SPTHHTGLGVZZRH-UHFFFAOYSA-N,superclass,Organometallic compounds,CHEMONTID:0000462
SPTHHTGLGVZZRH-UHFFFAOYSA-N,class,Organometalloid compounds,CHEMONTID:0001370
SPTHHTGLGVZZRH-UHFFFAOYSA-N,subclass,Organoarsenic compounds,CHEMONTID:0000405
SPTHHTGLGVZZRH-UHFFFAOYSA-N,level 5,Tetraorganoarsonium salts,CHEMONTID:0004238
UCMIRNVEIXFBKS-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
UCMIRNVEIXFBKS-UHFFFAOYSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
UCMIRNVEIXFBKS-UHFFFAOYSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
UCMIRNVEIXFBKS-UHFFFAOYSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
UCMIRNVEIXFBKS-UHFFFAOYSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
UCMIRNVEIXFBKS-UHFFFAOYSA-N,level 6,Beta amino acids and derivatives,CHEMONTID:0001878
MUNWAHDYFVYIKH-RITPCOANSA-N,kingdom,Organic compounds,CHEMONTID:0000000
MUNWAHDYFVYIKH-RITPCOANSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
MUNWAHDYFVYIKH-RITPCOANSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
MUNWAHDYFVYIKH-RITPCOANSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
MUNWAHDYFVYIKH-RITPCOANSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
MUNWAHDYFVYIKH-RITPCOANSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
MUNWAHDYFVYIKH-RITPCOANSA-N,level 7,Proline and derivatives,CHEMONTID:0004322
OLXZPDWKRNYJJZ-RRKCRQDMSA-N,kingdom,Organic compounds,CHEMONTID:0000000
OLXZPDWKRNYJJZ-RRKCRQDMSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
OLXZPDWKRNYJJZ-RRKCRQDMSA-N,class,Purine nucleosides,CHEMONTID:0000479
OLXZPDWKRNYJJZ-RRKCRQDMSA-N,subclass,Purine 2'-deoxyribonucleosides,CHEMONTID:0002177
OLXZPDWKRNYJJZ-RRKCRQDMSA-N,kingdom,Organic compounds,CHEMONTID:0000000
OLXZPDWKRNYJJZ-RRKCRQDMSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
OLXZPDWKRNYJJZ-RRKCRQDMSA-N,class,Purine nucleosides,CHEMONTID:0000479
OLXZPDWKRNYJJZ-RRKCRQDMSA-N,subclass,Purine 2'-deoxyribonucleosides,CHEMONTID:0002177
SNPLKNRPJHDVJA-ZETCQYMHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
SNPLKNRPJHDVJA-ZETCQYMHSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
SNPLKNRPJHDVJA-ZETCQYMHSA-N,class,Organooxygen compounds,CHEMONTID:0000323
SNPLKNRPJHDVJA-ZETCQYMHSA-N,subclass,Alcohols and polyols,CHEMONTID:0000129
SNPLKNRPJHDVJA-ZETCQYMHSA-N,level 5,Secondary alcohols,CHEMONTID:0001661
SNPLKNRPJHDVJA-ZETCQYMHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
SNPLKNRPJHDVJA-ZETCQYMHSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
SNPLKNRPJHDVJA-ZETCQYMHSA-N,class,Organooxygen compounds,CHEMONTID:0000323
SNPLKNRPJHDVJA-ZETCQYMHSA-N,subclass,Alcohols and polyols,CHEMONTID:0000129
SNPLKNRPJHDVJA-ZETCQYMHSA-N,level 5,Secondary alcohols,CHEMONTID:0001661
